Area Code (FAO),Nation,Item,Year,Value,Unit,Element
14,Barbados,Maize,1975,2000,tonnes,Production
14,Barbados,Maize,1976,2000,tonnes,Production
14,Barbados,Maize,1977,2000,tonnes,Production
14,Barbados,Maize,1978,2000,tonnes,Production
14,Barbados,Maize,1979,2000,tonnes,Production
14,Barbados,Maize,1980,2000,tonnes,Production
14,Barbados,Maize,1981,2000,tonnes,Production
14,Barbados,Maize,1982,2000,tonnes,Production
14,Barbados,Maize,1983,2000,tonnes,Production
14,Barbados,Maize,1984,2400,tonnes,Production
14,Barbados,Maize,1985,2000,tonnes,Production
14,Barbados,Maize,1986,2100,tonnes,Production
14,Barbados,Maize,1987,2100,tonnes,Production
14,Barbados,Maize,1988,2200,tonnes,Production
14,Barbados,Maize,1989,2200,tonnes,Production
14,Barbados,Maize,1990,2300,tonnes,Production
14,Barbados,Maize,1991,2100,tonnes,Production
14,Barbados,Maize,1992,1800,tonnes,Production
14,Barbados,Maize,1993,1600,tonnes,Production
14,Barbados,Maize,1994,1300,tonnes,Production
14,Barbados,Maize,1995,1100,tonnes,Production
14,Barbados,Maize,1996,800,tonnes,Production
14,Barbados,Maize,1997,650,tonnes,Production
14,Barbados,Maize,1998,520,tonnes,Production
14,Barbados,Maize,1999,390,tonnes,Production
14,Barbados,Maize,2000,300,tonnes,Production
14,Barbados,Maize,2001,250,tonnes,Production
14,Barbados,Maize,2002,218,tonnes,Production
14,Barbados,Maize,2003,263,tonnes,Production
14,Barbados,Maize,2004,250,tonnes,Production
14,Barbados,Maize,2005,260,tonnes,Production
14,Barbados,Maize,2006,270,tonnes,Production
14,Barbados,Maize,2007,280,tonnes,Production
14,Barbados,Maize,2008,268,tonnes,Production
14,Barbados,Maize,2009,263,tonnes,Production
14,Barbados,Maize,2010,260,tonnes,Production
14,Barbados,Maize,2011,269,tonnes,Production
14,Barbados,Maize,2012,320,tonnes,Production
14,Barbados,Maize,2013,340,tonnes,Production
14,Barbados,Maize,2014,81,tonnes,Production
14,Barbados,Maize,2015,122,tonnes,Production
14,Barbados,Maize,2016,96,tonnes,Production
14,Barbados,Maize,2017,74,tonnes,Production
14,Barbados,Maize,2018,109,tonnes,Production
14,Barbados,Maize,2019,42,tonnes,Production
14,Barbados,"Maize, green",1990,168,tonnes,Production
14,Barbados,"Maize, green",1991,168,tonnes,Production
14,Barbados,"Maize, green",1992,191,tonnes,Production
14,Barbados,"Maize, green",1993,72,tonnes,Production
14,Barbados,"Maize, green",1994,233,tonnes,Production
14,Barbados,"Maize, green",1995,750,tonnes,Production
14,Barbados,"Maize, green",1996,750,tonnes,Production
14,Barbados,"Maize, green",1997,650,tonnes,Production
14,Barbados,"Maize, green",1998,650,tonnes,Production
14,Barbados,"Maize, green",1999,650,tonnes,Production
14,Barbados,"Maize, green",2000,655,tonnes,Production
14,Barbados,"Maize, green",2001,660,tonnes,Production
14,Barbados,"Maize, green",2002,680,tonnes,Production
14,Barbados,"Maize, green",2003,700,tonnes,Production
14,Barbados,"Maize, green",2004,700,tonnes,Production
14,Barbados,"Maize, green",2005,720,tonnes,Production
14,Barbados,"Maize, green",2006,760,tonnes,Production
14,Barbados,"Maize, green",2007,780,tonnes,Production
14,Barbados,"Maize, green",2008,766,tonnes,Production
14,Barbados,"Maize, green",2009,717,tonnes,Production
14,Barbados,"Maize, green",2010,680,tonnes,Production
14,Barbados,"Maize, green",2011,644,tonnes,Production
14,Barbados,"Maize, green",2012,600,tonnes,Production
14,Barbados,"Maize, green",2013,608,tonnes,Production
14,Barbados,"Maize, green",2014,600,tonnes,Production
14,Barbados,"Maize, green",2015,598,tonnes,Production
14,Barbados,"Maize, green",2016,669,tonnes,Production
14,Barbados,"Maize, green",2017,666,tonnes,Production
14,Barbados,"Maize, green",2018,668,tonnes,Production
14,Barbados,"Maize, green",2019,670,tonnes,Production
23,Belize,Maize,1961,4000,tonnes,Production
23,Belize,Maize,1962,2495,tonnes,Production
23,Belize,Maize,1963,2631,tonnes,Production
23,Belize,Maize,1964,3039,tonnes,Production
23,Belize,Maize,1965,3447,tonnes,Production
23,Belize,Maize,1966,3058,tonnes,Production
23,Belize,Maize,1967,6713,tonnes,Production
23,Belize,Maize,1968,7018,tonnes,Production
23,Belize,Maize,1969,7711,tonnes,Production
23,Belize,Maize,1970,15876,tonnes,Production
23,Belize,Maize,1971,15876,tonnes,Production
23,Belize,Maize,1972,14610,tonnes,Production
23,Belize,Maize,1973,16102,tonnes,Production
23,Belize,Maize,1974,12791,tonnes,Production
23,Belize,Maize,1975,11793,tonnes,Production
23,Belize,Maize,1976,18144,tonnes,Production
23,Belize,Maize,1977,17055,tonnes,Production
23,Belize,Maize,1978,19504,tonnes,Production
23,Belize,Maize,1979,15422,tonnes,Production
23,Belize,Maize,1980,18825,tonnes,Production
23,Belize,Maize,1981,21137,tonnes,Production
23,Belize,Maize,1982,21183,tonnes,Production
23,Belize,Maize,1983,17599,tonnes,Production
23,Belize,Maize,1984,16158,tonnes,Production
23,Belize,Maize,1985,19631,tonnes,Production
23,Belize,Maize,1986,18483,tonnes,Production
23,Belize,Maize,1987,23225,tonnes,Production
23,Belize,Maize,1988,23121,tonnes,Production
23,Belize,Maize,1989,18766,tonnes,Production
23,Belize,Maize,1990,18671,tonnes,Production
23,Belize,Maize,1991,31809,tonnes,Production
23,Belize,Maize,1992,26461,tonnes,Production
23,Belize,Maize,1993,27188,tonnes,Production
23,Belize,Maize,1994,23263,tonnes,Production
23,Belize,Maize,1995,28205,tonnes,Production
23,Belize,Maize,1996,36877,tonnes,Production
23,Belize,Maize,1997,37358,tonnes,Production
23,Belize,Maize,1998,37607,tonnes,Production
23,Belize,Maize,1999,40639,tonnes,Production
23,Belize,Maize,2000,31722,tonnes,Production
23,Belize,Maize,2001,36735,tonnes,Production
23,Belize,Maize,2002,33390,tonnes,Production
23,Belize,Maize,2003,38130,tonnes,Production
23,Belize,Maize,2004,35350,tonnes,Production
23,Belize,Maize,2005,47239,tonnes,Production
23,Belize,Maize,2006,36955,tonnes,Production
23,Belize,Maize,2007,45523,tonnes,Production
23,Belize,Maize,2008,37052,tonnes,Production
23,Belize,Maize,2009,57335,tonnes,Production
23,Belize,Maize,2010,58049,tonnes,Production
23,Belize,Maize,2011,62706,tonnes,Production
23,Belize,Maize,2012,63472,tonnes,Production
23,Belize,Maize,2013,71926,tonnes,Production
23,Belize,Maize,2014,69169,tonnes,Production
23,Belize,Maize,2015,57702,tonnes,Production
23,Belize,Maize,2016,65762,tonnes,Production
23,Belize,Maize,2017,89536,tonnes,Production
23,Belize,Maize,2018,77766,tonnes,Production
23,Belize,Maize,2019,58049,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1961,258800,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1962,264800,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1963,270500,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1964,200000,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1965,277100,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1966,268600,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1967,277700,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1968,287500,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1969,290300,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1970,285700,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1971,296600,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1972,268500,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1973,275825,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1974,276660,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1975,305000,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1976,338170,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1977,304715,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1978,337370,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1979,378045,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1980,383365,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1981,503710,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1982,449605,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1983,337190,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1984,496612,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1985,553938,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1986,457300,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1987,480694,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1988,445570,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1989,400444,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1990,390952,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1991,429713,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1992,503481,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1993,537025,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1994,493533,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1995,515439,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1996,498414,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1997,355718,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1998,479601,tonnes,Production
19,Bolivia (Plurinational State of),Maize,1999,488606,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2000,653271,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2001,677829,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2002,672772,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2003,691643,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2004,538091,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2005,738352,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2006,894436,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2007,770365,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2008,1001803,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2009,1174447,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2010,1018988,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2011,918091,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2012,1043059,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2013,915150,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2014,1006622,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2015,1056557,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2016,984628,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2017,954909,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2018,1260926,tonnes,Production
19,Bolivia (Plurinational State of),Maize,2019,987503,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1961,53300,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1962,59300,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1963,65600,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1964,67900,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1965,83400,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1966,104800,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1967,109200,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1968,113500,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1969,90000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1970,93000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1971,93000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1972,96000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1973,96000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1974,98880,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1975,100875,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1976,107235,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1977,105600,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1978,78035,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1979,68365,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1980,68110,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1981,32570,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1982,65960,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1983,28498,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1984,45905,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1985,49704,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1986,54900,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1987,55400,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1988,58000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1989,55212,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1990,49759,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1991,59266,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1992,52960,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1993,57460,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1994,58900,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1995,59350,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1996,60115,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1997,55000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1998,51851,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",1999,50000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2000,45000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2001,40000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2002,35000,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2003,30965,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2004,31172,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2005,32160,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2006,34321,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2007,34320,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2008,34852,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2009,22195,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2010,22299,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2011,22788,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2012,22975,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2013,22148,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2014,21831,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2015,25588,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2016,23970,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2017,24888,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2018,25215,tonnes,Production
19,Bolivia (Plurinational State of),"Maize, green",2019,26047,tonnes,Production
21,Brazil,Maize,1961,9036237,tonnes,Production
21,Brazil,Maize,1962,9587285,tonnes,Production
21,Brazil,Maize,1963,10418267,tonnes,Production
21,Brazil,Maize,1964,9408043,tonnes,Production
21,Brazil,Maize,1965,12111921,tonnes,Production
21,Brazil,Maize,1966,11371455,tonnes,Production
21,Brazil,Maize,1967,12824380,tonnes,Production
21,Brazil,Maize,1968,12813638,tonnes,Production
21,Brazil,Maize,1969,12693435,tonnes,Production
21,Brazil,Maize,1970,14216009,tonnes,Production
21,Brazil,Maize,1971,14129749,tonnes,Production
21,Brazil,Maize,1972,14891444,tonnes,Production
21,Brazil,Maize,1973,14185877,tonnes,Production
21,Brazil,Maize,1974,16273227,tonnes,Production
21,Brazil,Maize,1975,16334516,tonnes,Production
21,Brazil,Maize,1976,17751072,tonnes,Production
21,Brazil,Maize,1977,19255936,tonnes,Production
21,Brazil,Maize,1978,13569401,tonnes,Production
21,Brazil,Maize,1979,16306380,tonnes,Production
21,Brazil,Maize,1980,20372080,tonnes,Production
21,Brazil,Maize,1981,21116912,tonnes,Production
21,Brazil,Maize,1982,21842480,tonnes,Production
21,Brazil,Maize,1983,18731216,tonnes,Production
21,Brazil,Maize,1984,21164144,tonnes,Production
21,Brazil,Maize,1985,22018176,tonnes,Production
21,Brazil,Maize,1986,20541230,tonnes,Production
21,Brazil,Maize,1987,26786650,tonnes,Production
21,Brazil,Maize,1988,24749550,tonnes,Production
21,Brazil,Maize,1989,26589870,tonnes,Production
21,Brazil,Maize,1990,21347770,tonnes,Production
21,Brazil,Maize,1991,23624340,tonnes,Production
21,Brazil,Maize,1992,30506127,tonnes,Production
21,Brazil,Maize,1993,30055633,tonnes,Production
21,Brazil,Maize,1994,32487625,tonnes,Production
21,Brazil,Maize,1995,36266951,tonnes,Production
21,Brazil,Maize,1996,29652791,tonnes,Production
21,Brazil,Maize,1997,32948044,tonnes,Production
21,Brazil,Maize,1998,29601753,tonnes,Production
21,Brazil,Maize,1999,32239479,tonnes,Production
21,Brazil,Maize,2000,32321000,tonnes,Production
21,Brazil,Maize,2001,41962475,tonnes,Production
21,Brazil,Maize,2002,35940832,tonnes,Production
21,Brazil,Maize,2003,48327323,tonnes,Production
21,Brazil,Maize,2004,41787558,tonnes,Production
21,Brazil,Maize,2005,35113312,tonnes,Production
21,Brazil,Maize,2006,42661677,tonnes,Production
21,Brazil,Maize,2007,52112217,tonnes,Production
21,Brazil,Maize,2008,58933347,tonnes,Production
21,Brazil,Maize,2009,50719822,tonnes,Production
21,Brazil,Maize,2010,55364271,tonnes,Production
21,Brazil,Maize,2011,55660235,tonnes,Production
21,Brazil,Maize,2012,71072810,tonnes,Production
21,Brazil,Maize,2013,80273172,tonnes,Production
