Area Code (FAO),Nation,Item,Year,Value,Unit,Element
19,Bolivia (Plurinational State of),"Cocoa, beans",2003,4201,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2004,4268,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2005,4358,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2006,4474,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2007,4699,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2008,4745,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2009,4510,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2010,4450,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2011,4580,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2012,4763,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2013,7325,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2014,5971,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2015,6065,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2016,6143,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2017,5518,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2018,5846,tonnes,Production
19,Bolivia (Plurinational State of),"Cocoa, beans",2019,5835,tonnes,Production
21,Brazil,"Cocoa, beans",1961,155901,tonnes,Production
21,Brazil,"Cocoa, beans",1962,140363,tonnes,Production
21,Brazil,"Cocoa, beans",1963,143495,tonnes,Production
21,Brazil,"Cocoa, beans",1964,153685,tonnes,Production
21,Brazil,"Cocoa, beans",1965,160823,tonnes,Production
21,Brazil,"Cocoa, beans",1966,172900,tonnes,Production
21,Brazil,"Cocoa, beans",1967,194692,tonnes,Production
21,Brazil,"Cocoa, beans",1968,149338,tonnes,Production
21,Brazil,"Cocoa, beans",1969,211162,tonnes,Production
21,Brazil,"Cocoa, beans",1970,197061,tonnes,Production
21,Brazil,"Cocoa, beans",1971,218701,tonnes,Production
21,Brazil,"Cocoa, beans",1972,221469,tonnes,Production
21,Brazil,"Cocoa, beans",1973,195916,tonnes,Production
21,Brazil,"Cocoa, beans",1974,242400,tonnes,Production
21,Brazil,"Cocoa, beans",1975,281887,tonnes,Production
21,Brazil,"Cocoa, beans",1976,231796,tonnes,Production
21,Brazil,"Cocoa, beans",1977,249755,tonnes,Production
21,Brazil,"Cocoa, beans",1978,284490,tonnes,Production
21,Brazil,"Cocoa, beans",1979,336326,tonnes,Production
21,Brazil,"Cocoa, beans",1980,319141,tonnes,Production
21,Brazil,"Cocoa, beans",1981,335625,tonnes,Production
21,Brazil,"Cocoa, beans",1982,351149,tonnes,Production
21,Brazil,"Cocoa, beans",1983,380256,tonnes,Production
21,Brazil,"Cocoa, beans",1984,329903,tonnes,Production
21,Brazil,"Cocoa, beans",1985,430789,tonnes,Production
21,Brazil,"Cocoa, beans",1986,459477,tonnes,Production
21,Brazil,"Cocoa, beans",1987,328740,tonnes,Production
21,Brazil,"Cocoa, beans",1988,374491,tonnes,Production
21,Brazil,"Cocoa, beans",1989,392184,tonnes,Production
21,Brazil,"Cocoa, beans",1990,256246,tonnes,Production
21,Brazil,"Cocoa, beans",1991,320967,tonnes,Production
21,Brazil,"Cocoa, beans",1992,328518,tonnes,Production
21,Brazil,"Cocoa, beans",1993,340885,tonnes,Production
21,Brazil,"Cocoa, beans",1994,330577,tonnes,Production
21,Brazil,"Cocoa, beans",1995,296705,tonnes,Production
21,Brazil,"Cocoa, beans",1996,256777,tonnes,Production
21,Brazil,"Cocoa, beans",1997,277966,tonnes,Production
21,Brazil,"Cocoa, beans",1998,280801,tonnes,Production
21,Brazil,"Cocoa, beans",1999,205003,tonnes,Production
21,Brazil,"Cocoa, beans",2000,196788,tonnes,Production
21,Brazil,"Cocoa, beans",2001,185662,tonnes,Production
21,Brazil,"Cocoa, beans",2002,174796,tonnes,Production
21,Brazil,"Cocoa, beans",2003,170004,tonnes,Production
21,Brazil,"Cocoa, beans",2004,196005,tonnes,Production
21,Brazil,"Cocoa, beans",2005,208620,tonnes,Production
21,Brazil,"Cocoa, beans",2006,212270,tonnes,Production
21,Brazil,"Cocoa, beans",2007,201651,tonnes,Production
21,Brazil,"Cocoa, beans",2008,202030,tonnes,Production
21,Brazil,"Cocoa, beans",2009,218487,tonnes,Production
21,Brazil,"Cocoa, beans",2010,235389,tonnes,Production
21,Brazil,"Cocoa, beans",2011,248524,tonnes,Production
21,Brazil,"Cocoa, beans",2012,253211,tonnes,Production
21,Brazil,"Cocoa, beans",2013,256186,tonnes,Production
21,Brazil,"Cocoa, beans",2014,273793,tonnes,Production
21,Brazil,"Cocoa, beans",2015,278299,tonnes,Production
21,Brazil,"Cocoa, beans",2016,213871,tonnes,Production
21,Brazil,"Cocoa, beans",2017,235809,tonnes,Production
21,Brazil,"Cocoa, beans",2018,239318,tonnes,Production
21,Brazil,"Cocoa, beans",2019,259425,tonnes,Production
44,Colombia,"Cocoa, beans",1961,14300,tonnes,Production
44,Colombia,"Cocoa, beans",1962,15000,tonnes,Production
44,Colombia,"Cocoa, beans",1963,15700,tonnes,Production
44,Colombia,"Cocoa, beans",1964,16400,tonnes,Production
44,Colombia,"Cocoa, beans",1965,17100,tonnes,Production
44,Colombia,"Cocoa, beans",1966,17800,tonnes,Production
44,Colombia,"Cocoa, beans",1967,17000,tonnes,Production
44,Colombia,"Cocoa, beans",1968,18000,tonnes,Production
44,Colombia,"Cocoa, beans",1969,18500,tonnes,Production
44,Colombia,"Cocoa, beans",1970,19000,tonnes,Production
44,Colombia,"Cocoa, beans",1971,21000,tonnes,Production
44,Colombia,"Cocoa, beans",1972,22000,tonnes,Production
44,Colombia,"Cocoa, beans",1973,23000,tonnes,Production
44,Colombia,"Cocoa, beans",1974,24500,tonnes,Production
44,Colombia,"Cocoa, beans",1975,26000,tonnes,Production
44,Colombia,"Cocoa, beans",1976,29200,tonnes,Production
44,Colombia,"Cocoa, beans",1977,27000,tonnes,Production
44,Colombia,"Cocoa, beans",1978,31000,tonnes,Production
44,Colombia,"Cocoa, beans",1979,32300,tonnes,Production
44,Colombia,"Cocoa, beans",1980,35700,tonnes,Production
44,Colombia,"Cocoa, beans",1981,38300,tonnes,Production
44,Colombia,"Cocoa, beans",1982,39400,tonnes,Production
44,Colombia,"Cocoa, beans",1983,37000,tonnes,Production
44,Colombia,"Cocoa, beans",1984,40700,tonnes,Production
44,Colombia,"Cocoa, beans",1985,42500,tonnes,Production
44,Colombia,"Cocoa, beans",1986,46700,tonnes,Production
44,Colombia,"Cocoa, beans",1987,53680,tonnes,Production
44,Colombia,"Cocoa, beans",1988,54080,tonnes,Production
44,Colombia,"Cocoa, beans",1989,55430,tonnes,Production
44,Colombia,"Cocoa, beans",1990,56153,tonnes,Production
44,Colombia,"Cocoa, beans",1991,58141,tonnes,Production
44,Colombia,"Cocoa, beans",1992,54857,tonnes,Production
44,Colombia,"Cocoa, beans",1993,57472,tonnes,Production
44,Colombia,"Cocoa, beans",1994,50624,tonnes,Production
44,Colombia,"Cocoa, beans",1995,56652,tonnes,Production
44,Colombia,"Cocoa, beans",1996,49635,tonnes,Production
44,Colombia,"Cocoa, beans",1997,50317,tonnes,Production
44,Colombia,"Cocoa, beans",1998,50685,tonnes,Production
44,Colombia,"Cocoa, beans",1999,51485,tonnes,Production
44,Colombia,"Cocoa, beans",2000,36731,tonnes,Production
44,Colombia,"Cocoa, beans",2001,36070,tonnes,Production
44,Colombia,"Cocoa, beans",2002,34002,tonnes,Production
44,Colombia,"Cocoa, beans",2003,41704,tonnes,Production
44,Colombia,"Cocoa, beans",2004,38753,tonnes,Production
44,Colombia,"Cocoa, beans",2005,37099,tonnes,Production
44,Colombia,"Cocoa, beans",2006,35258,tonnes,Production
44,Colombia,"Cocoa, beans",2007,39904,tonnes,Production
44,Colombia,"Cocoa, beans",2008,44740,tonnes,Production
44,Colombia,"Cocoa, beans",2009,44740,tonnes,Production
44,Colombia,"Cocoa, beans",2010,39534,tonnes,Production
44,Colombia,"Cocoa, beans",2011,37202,tonnes,Production
44,Colombia,"Cocoa, beans",2012,41670,tonnes,Production
44,Colombia,"Cocoa, beans",2013,46739,tonnes,Production
44,Colombia,"Cocoa, beans",2014,47732,tonnes,Production
44,Colombia,"Cocoa, beans",2015,54798,tonnes,Production
44,Colombia,"Cocoa, beans",2016,56785,tonnes,Production
44,Colombia,"Cocoa, beans",2017,89282,tonnes,Production
44,Colombia,"Cocoa, beans",2018,97978,tonnes,Production
44,Colombia,"Cocoa, beans",2019,102154,tonnes,Production
48,Costa Rica,"Cocoa, beans",1961,10600,tonnes,Production
48,Costa Rica,"Cocoa, beans",1962,12600,tonnes,Production
48,Costa Rica,"Cocoa, beans",1963,10700,tonnes,Production
48,Costa Rica,"Cocoa, beans",1964,10200,tonnes,Production
48,Costa Rica,"Cocoa, beans",1965,7600,tonnes,Production
48,Costa Rica,"Cocoa, beans",1966,9300,tonnes,Production
48,Costa Rica,"Cocoa, beans",1967,7200,tonnes,Production
48,Costa Rica,"Cocoa, beans",1968,9100,tonnes,Production
48,Costa Rica,"Cocoa, beans",1969,4800,tonnes,Production
48,Costa Rica,"Cocoa, beans",1970,4200,tonnes,Production
48,Costa Rica,"Cocoa, beans",1971,7300,tonnes,Production
48,Costa Rica,"Cocoa, beans",1972,5000,tonnes,Production
48,Costa Rica,"Cocoa, beans",1973,6600,tonnes,Production
48,Costa Rica,"Cocoa, beans",1974,5919,tonnes,Production
48,Costa Rica,"Cocoa, beans",1975,6609,tonnes,Production
48,Costa Rica,"Cocoa, beans",1976,5855,tonnes,Production
48,Costa Rica,"Cocoa, beans",1977,7694,tonnes,Production
48,Costa Rica,"Cocoa, beans",1978,10381,tonnes,Production
48,Costa Rica,"Cocoa, beans",1979,10365,tonnes,Production
48,Costa Rica,"Cocoa, beans",1980,5266,tonnes,Production
48,Costa Rica,"Cocoa, beans",1981,5049,tonnes,Production
48,Costa Rica,"Cocoa, beans",1982,3545,tonnes,Production
48,Costa Rica,"Cocoa, beans",1983,2161,tonnes,Production
48,Costa Rica,"Cocoa, beans",1984,4139,tonnes,Production
48,Costa Rica,"Cocoa, beans",1985,4451,tonnes,Production
48,Costa Rica,"Cocoa, beans",1986,3857,tonnes,Production
48,Costa Rica,"Cocoa, beans",1987,3592,tonnes,Production
48,Costa Rica,"Cocoa, beans",1988,3976,tonnes,Production
48,Costa Rica,"Cocoa, beans",1989,4270,tonnes,Production
48,Costa Rica,"Cocoa, beans",1990,3500,tonnes,Production
48,Costa Rica,"Cocoa, beans",1991,3400,tonnes,Production
48,Costa Rica,"Cocoa, beans",1992,3000,tonnes,Production
48,Costa Rica,"Cocoa, beans",1993,2800,tonnes,Production
48,Costa Rica,"Cocoa, beans",1994,2000,tonnes,Production
48,Costa Rica,"Cocoa, beans",1995,2000,tonnes,Production
48,Costa Rica,"Cocoa, beans",1996,2000,tonnes,Production
48,Costa Rica,"Cocoa, beans",1997,800,tonnes,Production
48,Costa Rica,"Cocoa, beans",1998,849,tonnes,Production
48,Costa Rica,"Cocoa, beans",1999,888,tonnes,Production
48,Costa Rica,"Cocoa, beans",2000,708,tonnes,Production
48,Costa Rica,"Cocoa, beans",2001,708,tonnes,Production
48,Costa Rica,"Cocoa, beans",2002,708,tonnes,Production
48,Costa Rica,"Cocoa, beans",2003,708,tonnes,Production
48,Costa Rica,"Cocoa, beans",2004,708,tonnes,Production
48,Costa Rica,"Cocoa, beans",2005,343,tonnes,Production
48,Costa Rica,"Cocoa, beans",2006,450,tonnes,Production
48,Costa Rica,"Cocoa, beans",2007,555,tonnes,Production
48,Costa Rica,"Cocoa, beans",2008,593,tonnes,Production
48,Costa Rica,"Cocoa, beans",2009,650,tonnes,Production
48,Costa Rica,"Cocoa, beans",2010,665,tonnes,Production
48,Costa Rica,"Cocoa, beans",2011,690,tonnes,Production
48,Costa Rica,"Cocoa, beans",2012,700,tonnes,Production
48,Costa Rica,"Cocoa, beans",2013,700,tonnes,Production
48,Costa Rica,"Cocoa, beans",2014,700,tonnes,Production
48,Costa Rica,"Cocoa, beans",2015,600,tonnes,Production
48,Costa Rica,"Cocoa, beans",2016,650,tonnes,Production
48,Costa Rica,"Cocoa, beans",2017,545,tonnes,Production
48,Costa Rica,"Cocoa, beans",2018,550,tonnes,Production
48,Costa Rica,"Cocoa, beans",2019,500,tonnes,Production
48,Costa Rica,Ginger,1961,,tonnes,Production
48,Costa Rica,Ginger,1962,,tonnes,Production
48,Costa Rica,Ginger,1963,,tonnes,Production
48,Costa Rica,Ginger,1964,,tonnes,Production
48,Costa Rica,Ginger,1965,,tonnes,Production
48,Costa Rica,Ginger,1966,,tonnes,Production
48,Costa Rica,Ginger,1967,,tonnes,Production
48,Costa Rica,Ginger,1968,,tonnes,Production
48,Costa Rica,Ginger,1969,,tonnes,Production
48,Costa Rica,Ginger,1970,,tonnes,Production
48,Costa Rica,Ginger,1971,,tonnes,Production
48,Costa Rica,Ginger,1972,,tonnes,Production
48,Costa Rica,Ginger,1973,,tonnes,Production
48,Costa Rica,Ginger,1974,,tonnes,Production
48,Costa Rica,Ginger,1975,,tonnes,Production
48,Costa Rica,Ginger,1976,,tonnes,Production
48,Costa Rica,Ginger,1977,,tonnes,Production
48,Costa Rica,Ginger,1978,,tonnes,Production
48,Costa Rica,Ginger,1979,,tonnes,Production
48,Costa Rica,Ginger,1980,,tonnes,Production
48,Costa Rica,Ginger,1981,,tonnes,Production
48,Costa Rica,Ginger,1982,,tonnes,Production
48,Costa Rica,Ginger,1983,,tonnes,Production
48,Costa Rica,Ginger,1984,,tonnes,Production
48,Costa Rica,Ginger,1985,,tonnes,Production
48,Costa Rica,Ginger,1986,2500,tonnes,Production
48,Costa Rica,Ginger,1987,2500,tonnes,Production
48,Costa Rica,Ginger,1988,3500,tonnes,Production
48,Costa Rica,Ginger,1989,4500,tonnes,Production
48,Costa Rica,Ginger,1990,7787,tonnes,Production
48,Costa Rica,Ginger,1991,7787,tonnes,Production
48,Costa Rica,Ginger,1992,7787,tonnes,Production
48,Costa Rica,Ginger,1993,4560,tonnes,Production
48,Costa Rica,Ginger,1994,10400,tonnes,Production
48,Costa Rica,Ginger,1995,20660,tonnes,Production
48,Costa Rica,Ginger,1996,11993,tonnes,Production
48,Costa Rica,Ginger,1997,15535,tonnes,Production
48,Costa Rica,Ginger,1998,21315,tonnes,Production
48,Costa Rica,Ginger,1999,1225,tonnes,Production
48,Costa Rica,Ginger,2000,3788,tonnes,Production
48,Costa Rica,Ginger,2001,4163,tonnes,Production
48,Costa Rica,Ginger,2002,3134,tonnes,Production
48,Costa Rica,Ginger,2003,1527,tonnes,Production
48,Costa Rica,Ginger,2004,1336,tonnes,Production
48,Costa Rica,Ginger,2005,4300,tonnes,Production
48,Costa Rica,Ginger,2006,4229,tonnes,Production
48,Costa Rica,Ginger,2007,1044,tonnes,Production
48,Costa Rica,Ginger,2008,960,tonnes,Production
48,Costa Rica,Ginger,2009,1449,tonnes,Production
48,Costa Rica,Ginger,2010,1690,tonnes,Production
48,Costa Rica,Ginger,2011,1703,tonnes,Production
48,Costa Rica,Ginger,2012,1836,tonnes,Production
48,Costa Rica,Ginger,2013,1836,tonnes,Production
48,Costa Rica,Ginger,2014,2148,tonnes,Production
48,Costa Rica,Ginger,2015,4056,tonnes,Production
48,Costa Rica,Ginger,2016,3708,tonnes,Production
48,Costa Rica,Ginger,2017,3888,tonnes,Production
48,Costa Rica,Ginger,2018,3135,tonnes,Production
48,Costa Rica,Ginger,2019,2500,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1961,34850,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1962,33230,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1963,38036,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1964,41223,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1965,25000,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1966,27990,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1967,25908,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1968,27266,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1969,25823,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1970,37924,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1971,32470,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1972,36093,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1973,35900,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1974,38300,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1975,30909,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1976,33100,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1977,34474,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1978,36960,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1979,35916,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1980,28481,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1981,31920,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1982,34921,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1983,42826,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1984,42596,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1985,34506,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1986,36231,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1987,43102,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1988,41481,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1989,48668,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1990,43157,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1991,48860,tonnes,Production
56,Dominican Republic,"Cocoa, beans",1992,50376,tonnes,Production
