Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_tubers_gg_ch4_ha
12,Bahamas,Potatoes,2001,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2002,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2003,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2004,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2005,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2006,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2007,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2008,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2009,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2010,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2011,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2012,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2013,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2014,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2015,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2016,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2017,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2018,NA,tonnes,Production,0.2,NA
12,Bahamas,Potatoes,2019,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1961,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1962,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1963,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1964,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1965,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1966,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1967,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1968,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1969,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1970,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1971,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1972,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1973,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1974,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1975,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1976,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1977,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1978,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1979,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1980,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1981,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1982,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1983,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1984,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1985,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1986,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1987,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1988,NA,tonnes,Production,0.2,NA
23,Belize,Potatoes,1989,230,tonnes,Production,0.2,46
23,Belize,Potatoes,1990,235,tonnes,Production,0.2,47
23,Belize,Potatoes,1991,238,tonnes,Production,0.2,47.6
23,Belize,Potatoes,1992,240,tonnes,Production,0.2,48
23,Belize,Potatoes,1993,240,tonnes,Production,0.2,48
23,Belize,Potatoes,1994,240,tonnes,Production,0.2,48
23,Belize,Potatoes,1995,406,tonnes,Production,0.2,81.2
23,Belize,Potatoes,1996,239,tonnes,Production,0.2,47.8
23,Belize,Potatoes,1997,227,tonnes,Production,0.2,45.4
23,Belize,Potatoes,1998,436,tonnes,Production,0.2,87.2
23,Belize,Potatoes,1999,926,tonnes,Production,0.2,185.2
23,Belize,Potatoes,2000,1236,tonnes,Production,0.2,247.2
23,Belize,Potatoes,2001,1081,tonnes,Production,0.2,216.2
23,Belize,Potatoes,2002,629,tonnes,Production,0.2,125.8
23,Belize,Potatoes,2003,479,tonnes,Production,0.2,95.8
23,Belize,Potatoes,2004,726,tonnes,Production,0.2,145.2
23,Belize,Potatoes,2005,1039,tonnes,Production,0.2,207.8
23,Belize,Potatoes,2006,1171,tonnes,Production,0.2,234.2
23,Belize,Potatoes,2007,478,tonnes,Production,0.2,95.6
23,Belize,Potatoes,2008,865,tonnes,Production,0.2,173
23,Belize,Potatoes,2009,1065,tonnes,Production,0.2,213
23,Belize,Potatoes,2010,821,tonnes,Production,0.2,164.2
23,Belize,Potatoes,2011,1122,tonnes,Production,0.2,224.4
23,Belize,Potatoes,2012,1367,tonnes,Production,0.2,273.4
23,Belize,Potatoes,2013,1012,tonnes,Production,0.2,202.4
23,Belize,Potatoes,2014,1079,tonnes,Production,0.2,215.8
23,Belize,Potatoes,2015,1016,tonnes,Production,0.2,203.2
23,Belize,Potatoes,2016,986,tonnes,Production,0.2,197.2
23,Belize,Potatoes,2017,1308,tonnes,Production,0.2,261.6
23,Belize,Potatoes,2018,1540,tonnes,Production,0.2,308
23,Belize,Potatoes,2019,1582,tonnes,Production,0.2,316.4
19,Bolivia (Plurinational State of),Potatoes,1961,516000,tonnes,Production,0.2,103200
19,Bolivia (Plurinational State of),Potatoes,1962,531000,tonnes,Production,0.2,106200
19,Bolivia (Plurinational State of),Potatoes,1963,546000,tonnes,Production,0.2,109200
19,Bolivia (Plurinational State of),Potatoes,1964,561000,tonnes,Production,0.2,112200
19,Bolivia (Plurinational State of),Potatoes,1965,575000,tonnes,Production,0.2,115000
19,Bolivia (Plurinational State of),Potatoes,1966,549000,tonnes,Production,0.2,109800
19,Bolivia (Plurinational State of),Potatoes,1967,519500,tonnes,Production,0.2,103900
19,Bolivia (Plurinational State of),Potatoes,1968,597600,tonnes,Production,0.2,119520
19,Bolivia (Plurinational State of),Potatoes,1969,627400,tonnes,Production,0.2,125480
19,Bolivia (Plurinational State of),Potatoes,1970,655000,tonnes,Production,0.2,131000
19,Bolivia (Plurinational State of),Potatoes,1971,698000,tonnes,Production,0.2,139600
19,Bolivia (Plurinational State of),Potatoes,1972,703585,tonnes,Production,0.2,140717
19,Bolivia (Plurinational State of),Potatoes,1973,729705,tonnes,Production,0.2,145941
19,Bolivia (Plurinational State of),Potatoes,1974,749460,tonnes,Production,0.2,149892
19,Bolivia (Plurinational State of),Potatoes,1975,834050,tonnes,Production,0.2,166810
19,Bolivia (Plurinational State of),Potatoes,1976,823800,tonnes,Production,0.2,164760
19,Bolivia (Plurinational State of),Potatoes,1977,659155,tonnes,Production,0.2,131831
19,Bolivia (Plurinational State of),Potatoes,1978,738345,tonnes,Production,0.2,147669
19,Bolivia (Plurinational State of),Potatoes,1979,730025,tonnes,Production,0.2,146005
19,Bolivia (Plurinational State of),Potatoes,1980,786620,tonnes,Production,0.2,157324
19,Bolivia (Plurinational State of),Potatoes,1981,866780,tonnes,Production,0.2,173356
19,Bolivia (Plurinational State of),Potatoes,1982,900000,tonnes,Production,0.2,180000
19,Bolivia (Plurinational State of),Potatoes,1983,316454,tonnes,Production,0.2,63290.8
19,Bolivia (Plurinational State of),Potatoes,1984,722873,tonnes,Production,0.2,144574.6
19,Bolivia (Plurinational State of),Potatoes,1985,768225,tonnes,Production,0.2,153645
19,Bolivia (Plurinational State of),Potatoes,1986,703000,tonnes,Production,0.2,140600
19,Bolivia (Plurinational State of),Potatoes,1987,814882,tonnes,Production,0.2,162976.4
19,Bolivia (Plurinational State of),Potatoes,1988,825800,tonnes,Production,0.2,165160
19,Bolivia (Plurinational State of),Potatoes,1989,638615,tonnes,Production,0.2,127723
19,Bolivia (Plurinational State of),Potatoes,1990,619759,tonnes,Production,0.2,123951.8
19,Bolivia (Plurinational State of),Potatoes,1991,691935,tonnes,Production,0.2,138387
19,Bolivia (Plurinational State of),Potatoes,1992,603062,tonnes,Production,0.2,120612.4
19,Bolivia (Plurinational State of),Potatoes,1993,616036,tonnes,Production,0.2,123207.2
19,Bolivia (Plurinational State of),Potatoes,1994,631999,tonnes,Production,0.2,126399.8
19,Bolivia (Plurinational State of),Potatoes,1995,604735,tonnes,Production,0.2,120947
19,Bolivia (Plurinational State of),Potatoes,1996,625794,tonnes,Production,0.2,125158.8
19,Bolivia (Plurinational State of),Potatoes,1997,659150,tonnes,Production,0.2,131830
19,Bolivia (Plurinational State of),Potatoes,1998,590530,tonnes,Production,0.2,118106
19,Bolivia (Plurinational State of),Potatoes,1999,708851,tonnes,Production,0.2,141770.2
19,Bolivia (Plurinational State of),Potatoes,2000,721466,tonnes,Production,0.2,144293.2
19,Bolivia (Plurinational State of),Potatoes,2001,706324,tonnes,Production,0.2,141264.8
19,Bolivia (Plurinational State of),Potatoes,2002,728785,tonnes,Production,0.2,145757
19,Bolivia (Plurinational State of),Potatoes,2003,745343,tonnes,Production,0.2,149068.6
19,Bolivia (Plurinational State of),Potatoes,2004,748095,tonnes,Production,0.2,149619
19,Bolivia (Plurinational State of),Potatoes,2005,761891,tonnes,Production,0.2,152378.2
19,Bolivia (Plurinational State of),Potatoes,2006,754807,tonnes,Production,0.2,150961.4
19,Bolivia (Plurinational State of),Potatoes,2007,735254,tonnes,Production,0.2,147050.8
19,Bolivia (Plurinational State of),Potatoes,2008,747968,tonnes,Production,0.2,149593.6
19,Bolivia (Plurinational State of),Potatoes,2009,956953,tonnes,Production,0.2,191390.6
19,Bolivia (Plurinational State of),Potatoes,2010,1002902,tonnes,Production,0.2,200580.4
19,Bolivia (Plurinational State of),Potatoes,2011,1032492,tonnes,Production,0.2,206498.4
19,Bolivia (Plurinational State of),Potatoes,2012,1006249,tonnes,Production,0.2,201249.8
19,Bolivia (Plurinational State of),Potatoes,2013,1054757,tonnes,Production,0.2,210951.4
19,Bolivia (Plurinational State of),Potatoes,2014,1064384,tonnes,Production,0.2,212876.8
19,Bolivia (Plurinational State of),Potatoes,2015,1058683,tonnes,Production,0.2,211736.6
19,Bolivia (Plurinational State of),Potatoes,2016,1073744,tonnes,Production,0.2,214748.8
19,Bolivia (Plurinational State of),Potatoes,2017,1045291,tonnes,Production,0.2,209058.2
19,Bolivia (Plurinational State of),Potatoes,2018,1160940,tonnes,Production,0.2,232188
19,Bolivia (Plurinational State of),Potatoes,2019,1256584,tonnes,Production,0.2,251316.8
21,Brazil,Potatoes,1961,1080310,tonnes,Production,0.2,216062
21,Brazil,Potatoes,1962,1133860,tonnes,Production,0.2,226772
21,Brazil,Potatoes,1963,1167774,tonnes,Production,0.2,233554.8
21,Brazil,Potatoes,1964,1263812,tonnes,Production,0.2,252762.4
21,Brazil,Potatoes,1965,1245857,tonnes,Production,0.2,249171.4
21,Brazil,Potatoes,1966,1328774,tonnes,Production,0.2,265754.8
21,Brazil,Potatoes,1967,1466521,tonnes,Production,0.2,293304.2
21,Brazil,Potatoes,1968,1606473,tonnes,Production,0.2,321294.6
21,Brazil,Potatoes,1969,1506500,tonnes,Production,0.2,301300
21,Brazil,Potatoes,1970,1583465,tonnes,Production,0.2,316693
21,Brazil,Potatoes,1971,1580315,tonnes,Production,0.2,316063
21,Brazil,Potatoes,1972,1589395,tonnes,Production,0.2,317879
21,Brazil,Potatoes,1973,1336880,tonnes,Production,0.2,267376
21,Brazil,Potatoes,1974,1672498,tonnes,Production,0.2,334499.6
21,Brazil,Potatoes,1975,1654767,tonnes,Production,0.2,330953.4
21,Brazil,Potatoes,1976,1897518,tonnes,Production,0.2,379503.6
21,Brazil,Potatoes,1977,1896311,tonnes,Production,0.2,379262.2
21,Brazil,Potatoes,1978,2013882,tonnes,Production,0.2,402776.4
21,Brazil,Potatoes,1979,2154173,tonnes,Production,0.2,430834.6
21,Brazil,Potatoes,1980,1939537,tonnes,Production,0.2,387907.4
21,Brazil,Potatoes,1981,1912169,tonnes,Production,0.2,382433.8
21,Brazil,Potatoes,1982,2154775,tonnes,Production,0.2,430955
21,Brazil,Potatoes,1983,1826579,tonnes,Production,0.2,365315.8
21,Brazil,Potatoes,1984,2171133,tonnes,Production,0.2,434226.6
21,Brazil,Potatoes,1985,1946659,tonnes,Production,0.2,389331.8
21,Brazil,Potatoes,1986,1831817,tonnes,Production,0.2,366363.4
21,Brazil,Potatoes,1987,2342018,tonnes,Production,0.2,468403.6
21,Brazil,Potatoes,1988,2294912,tonnes,Production,0.2,458982.4
21,Brazil,Potatoes,1989,2129334,tonnes,Production,0.2,425866.8
21,Brazil,Potatoes,1990,2233721,tonnes,Production,0.2,446744.2
21,Brazil,Potatoes,1991,2267035,tonnes,Production,0.2,453407
21,Brazil,Potatoes,1992,2432073,tonnes,Production,0.2,486414.6
21,Brazil,Potatoes,1993,2367571,tonnes,Production,0.2,473514.2
21,Brazil,Potatoes,1994,2488461,tonnes,Production,0.2,497692.2
21,Brazil,Potatoes,1995,2692234,tonnes,Production,0.2,538446.8
21,Brazil,Potatoes,1996,2412546,tonnes,Production,0.2,482509.2
21,Brazil,Potatoes,1997,2670493,tonnes,Production,0.2,534098.6
21,Brazil,Potatoes,1998,2784181,tonnes,Production,0.2,556836.2
21,Brazil,Potatoes,1999,2904950,tonnes,Production,0.2,580990
21,Brazil,Potatoes,2000,2606932,tonnes,Production,0.2,521386.4
21,Brazil,Potatoes,2001,2848664,tonnes,Production,0.2,569732.8
21,Brazil,Potatoes,2002,3126410,tonnes,Production,0.2,625282
21,Brazil,Potatoes,2003,3089016,tonnes,Production,0.2,617803.2
21,Brazil,Potatoes,2004,3047083,tonnes,Production,0.2,609416.6
21,Brazil,Potatoes,2005,3130174,tonnes,Production,0.2,626034.8
21,Brazil,Potatoes,2006,3151721,tonnes,Production,0.2,630344.2
21,Brazil,Potatoes,2007,3550510,tonnes,Production,0.2,710102
21,Brazil,Potatoes,2008,3676938,tonnes,Production,0.2,735387.6
21,Brazil,Potatoes,2009,3443712,tonnes,Production,0.2,688742.4
21,Brazil,Potatoes,2010,3547510,tonnes,Production,0.2,709502
21,Brazil,Potatoes,2011,3917234,tonnes,Production,0.2,783446.8
21,Brazil,Potatoes,2012,3731798,tonnes,Production,0.2,746359.6
21,Brazil,Potatoes,2013,3553772,tonnes,Production,0.2,710754.4
21,Brazil,Potatoes,2014,3689836,tonnes,Production,0.2,737967.2
21,Brazil,Potatoes,2015,3867681,tonnes,Production,0.2,773536.2
21,Brazil,Potatoes,2016,3851396,tonnes,Production,0.2,770279.2
21,Brazil,Potatoes,2017,3655069,tonnes,Production,0.2,731013.8
21,Brazil,Potatoes,2018,3728953,tonnes,Production,0.2,745790.6
21,Brazil,Potatoes,2019,3696930,tonnes,Production,0.2,739386
40,Chile,Potatoes,1961,842900,tonnes,Production,0.2,168580
40,Chile,Potatoes,1962,765260,tonnes,Production,0.2,153052
40,Chile,Potatoes,1963,847620,tonnes,Production,0.2,169524
40,Chile,Potatoes,1964,808410,tonnes,Production,0.2,161682
40,Chile,Potatoes,1965,703266,tonnes,Production,0.2,140653.2
40,Chile,Potatoes,1966,802999,tonnes,Production,0.2,160599.8
40,Chile,Potatoes,1967,716550,tonnes,Production,0.2,143310
40,Chile,Potatoes,1968,725156,tonnes,Production,0.2,145031.2
40,Chile,Potatoes,1969,602500,tonnes,Production,0.2,120500
40,Chile,Potatoes,1970,683800,tonnes,Production,0.2,136760
40,Chile,Potatoes,1971,835800,tonnes,Production,0.2,167160
40,Chile,Potatoes,1972,733051,tonnes,Production,0.2,146610.2
40,Chile,Potatoes,1973,623583,tonnes,Production,0.2,124716.6
40,Chile,Potatoes,1974,1011990,tonnes,Production,0.2,202398
40,Chile,Potatoes,1975,737930,tonnes,Production,0.2,147586
40,Chile,Potatoes,1976,538920,tonnes,Production,0.2,107784
40,Chile,Potatoes,1977,928390,tonnes,Production,0.2,185678
40,Chile,Potatoes,1978,980740,tonnes,Production,0.2,196148
40,Chile,Potatoes,1979,770490,tonnes,Production,0.2,154098
40,Chile,Potatoes,1980,903130,tonnes,Production,0.2,180626
40,Chile,Potatoes,1981,1007260,tonnes,Production,0.2,201452
40,Chile,Potatoes,1982,841550,tonnes,Production,0.2,168310
40,Chile,Potatoes,1983,683620,tonnes,Production,0.2,136724
40,Chile,Potatoes,1984,1036150,tonnes,Production,0.2,207230
40,Chile,Potatoes,1985,908645,tonnes,Production,0.2,181729
40,Chile,Potatoes,1986,791122,tonnes,Production,0.2,158224.4
40,Chile,Potatoes,1987,726934,tonnes,Production,0.2,145386.8
40,Chile,Potatoes,1988,928117,tonnes,Production,0.2,185623.4
40,Chile,Potatoes,1989,881562,tonnes,Production,0.2,176312.4
40,Chile,Potatoes,1990,828752,tonnes,Production,0.2,165750.4
40,Chile,Potatoes,1991,843938,tonnes,Production,0.2,168787.6
40,Chile,Potatoes,1992,1023236,tonnes,Production,0.2,204647.2
40,Chile,Potatoes,1993,926036,tonnes,Production,0.2,185207.2
40,Chile,Potatoes,1994,899619,tonnes,Production,0.2,179923.8
40,Chile,Potatoes,1995,869503,tonnes,Production,0.2,173900.6
40,Chile,Potatoes,1996,827633,tonnes,Production,0.2,165526.6
40,Chile,Potatoes,1997,1114366,tonnes,Production,0.2,222873.2
40,Chile,Potatoes,1998,791998,tonnes,Production,0.2,158399.6
40,Chile,Potatoes,1999,994694,tonnes,Production,0.2,198938.8
40,Chile,Potatoes,2000,988220,tonnes,Production,0.2,197644
40,Chile,Potatoes,2001,1210040,tonnes,Production,0.2,242008
40,Chile,Potatoes,2002,1303268,tonnes,Production,0.2,260653.6
40,Chile,Potatoes,2003,1093728,tonnes,Production,0.2,218745.6
40,Chile,Potatoes,2004,1144170,tonnes,Production,0.2,228834
40,Chile,Potatoes,2005,1115736,tonnes,Production,0.2,223147.2
40,Chile,Potatoes,2006,1391378,tonnes,Production,0.2,278275.6
40,Chile,Potatoes,2007,834223,tonnes,Production,0.2,166844.6
40,Chile,Potatoes,2008,965767,tonnes,Production,0.2,193153.4
40,Chile,Potatoes,2009,924555,tonnes,Production,0.2,184911
40,Chile,Potatoes,2010,1081349,tonnes,Production,0.2,216269.8
40,Chile,Potatoes,2011,1676444,tonnes,Production,0.2,335288.8
40,Chile,Potatoes,2012,1093462,tonnes,Production,0.2,218692.4
40,Chile,Potatoes,2013,1158922,tonnes,Production,0.2,231784.4
40,Chile,Potatoes,2014,1061324,tonnes,Production,0.2,212264.8
40,Chile,Potatoes,2015,960502,tonnes,Production,0.2,192100.4
40,Chile,Potatoes,2016,1166025,tonnes,Production,0.2,233205
40,Chile,Potatoes,2017,1426479,tonnes,Production,0.2,285295.8
40,Chile,Potatoes,2018,1183357,tonnes,Production,0.2,236671.4
40,Chile,Potatoes,2019,1162568,tonnes,Production,0.2,232513.6
44,Colombia,Potatoes,1961,551300,tonnes,Production,0.2,110260
44,Colombia,Potatoes,1962,871500,tonnes,Production,0.2,174300
44,Colombia,Potatoes,1963,572500,tonnes,Production,0.2,114500
44,Colombia,Potatoes,1964,866700,tonnes,Production,0.2,173340
44,Colombia,Potatoes,1965,762290,tonnes,Production,0.2,152458
44,Colombia,Potatoes,1966,760000,tonnes,Production,0.2,152000
44,Colombia,Potatoes,1967,800000,tonnes,Production,0.2,160000
44,Colombia,Potatoes,1968,850000,tonnes,Production,0.2,170000
44,Colombia,Potatoes,1969,831300,tonnes,Production,0.2,166260
44,Colombia,Potatoes,1970,913100,tonnes,Production,0.2,182620
44,Colombia,Potatoes,1971,868900,tonnes,Production,0.2,173780
44,Colombia,Potatoes,1972,823400,tonnes,Production,0.2,164680
44,Colombia,Potatoes,1973,1030500,tonnes,Production,0.2,206100
44,Colombia,Potatoes,1974,1012000,tonnes,Production,0.2,202400
44,Colombia,Potatoes,1975,1320000,tonnes,Production,0.2,264000
44,Colombia,Potatoes,1976,1515800,tonnes,Production,0.2,303160
44,Colombia,Potatoes,1977,1608600,tonnes,Production,0.2,321720
44,Colombia,Potatoes,1978,1995600,tonnes,Production,0.2,399120
44,Colombia,Potatoes,1979,1966100,tonnes,Production,0.2,393220
44,Colombia,Potatoes,1980,1726700,tonnes,Production,0.2,345340
44,Colombia,Potatoes,1981,2100400,tonnes,Production,0.2,420080
44,Colombia,Potatoes,1982,2149000,tonnes,Production,0.2,429800
44,Colombia,Potatoes,1983,2186700,tonnes,Production,0.2,437340
44,Colombia,Potatoes,1984,2462960,tonnes,Production,0.2,492592
44,Colombia,Potatoes,1985,1910360,tonnes,Production,0.2,382072
44,Colombia,Potatoes,1986,2091050,tonnes,Production,0.2,418210
44,Colombia,Potatoes,1987,2242605,tonnes,Production,0.2,448521
44,Colombia,Potatoes,1988,2519800,tonnes,Production,0.2,503960
44,Colombia,Potatoes,1989,2696700,tonnes,Production,0.2,539340
44,Colombia,Potatoes,1990,2464400,tonnes,Production,0.2,492880
44,Colombia,Potatoes,1991,2371948,tonnes,Production,0.2,474389.6
44,Colombia,Potatoes,1992,2281400,tonnes,Production,0.2,456280
44,Colombia,Potatoes,1993,2860328,tonnes,Production,0.2,572065.6
44,Colombia,Potatoes,1994,2938631,tonnes,Production,0.2,587726.2
44,Colombia,Potatoes,1995,2891240,tonnes,Production,0.2,578248
44,Colombia,Potatoes,1996,2801027,tonnes,Production,0.2,560205.4
44,Colombia,Potatoes,1997,2716997,tonnes,Production,0.2,543399.4
44,Colombia,Potatoes,1998,2547213,tonnes,Production,0.2,509442.6
44,Colombia,Potatoes,1999,2775230,tonnes,Production,0.2,555046
44,Colombia,Potatoes,2000,1404102,tonnes,Production,0.2,280820.4
44,Colombia,Potatoes,2001,1764505,tonnes,Production,0.2,352901
44,Colombia,Potatoes,2002,1761057,tonnes,Production,0.2,352211.4
44,Colombia,Potatoes,2003,2144161,tonnes,Production,0.2,428832.2
44,Colombia,Potatoes,2004,2035929,tonnes,Production,0.2,407185.8
44,Colombia,Potatoes,2005,1832918,tonnes,Production,0.2,366583.6
44,Colombia,Potatoes,2006,2208068,tonnes,Production,0.2,441613.6
44,Colombia,Potatoes,2007,2823362,tonnes,Production,0.2,564672.4
44,Colombia,Potatoes,2008,2372862,tonnes,Production,0.2,474572.4
44,Colombia,Potatoes,2009,2272772,tonnes,Production,0.2,454554.4
44,Colombia,Potatoes,2010,1867899,tonnes,Production,0.2,373579.8
44,Colombia,Potatoes,2011,1709950,tonnes,Production,0.2,341990
44,Colombia,Potatoes,2012,1847145,tonnes,Production,0.2,369429
44,Colombia,Potatoes,2013,2129319,tonnes,Production,0.2,425863.8
44,Colombia,Potatoes,2014,2157568,tonnes,Production,0.2,431513.6
44,Colombia,Potatoes,2015,2582147,tonnes,Production,0.2,516429.4
44,Colombia,Potatoes,2016,3034031,tonnes,Production,0.2,606806.2
