Area Code (FAO),Nation,Item,Year,Value,Unit,Element
9,Argentina,Cottonseed,1971,168800,tonnes,Production
9,Argentina,Cottonseed,1972,172100,tonnes,Production
9,Argentina,Cottonseed,1973,244000,tonnes,Production
9,Argentina,Cottonseed,1974,237500,tonnes,Production
9,Argentina,Cottonseed,1975,314000,tonnes,Production
9,Argentina,Cottonseed,1976,259400,tonnes,Production
9,Argentina,Cottonseed,1977,300000,tonnes,Production
9,Argentina,Cottonseed,1978,414200,tonnes,Production
9,Argentina,Cottonseed,1979,329600,tonnes,Production
9,Argentina,Cottonseed,1980,275863,tonnes,Production
9,Argentina,Cottonseed,1981,149728,tonnes,Production
9,Argentina,Cottonseed,1982,268296,tonnes,Production
9,Argentina,Cottonseed,1983,203075,tonnes,Production
9,Argentina,Cottonseed,1984,325893,tonnes,Production
9,Argentina,Cottonseed,1985,292601,tonnes,Production
9,Argentina,Cottonseed,1986,207000,tonnes,Production
9,Argentina,Cottonseed,1987,174300,tonnes,Production
9,Argentina,Cottonseed,1988,467050,tonnes,Production
9,Argentina,Cottonseed,1989,340600,tonnes,Production
9,Argentina,Cottonseed,1990,507600,tonnes,Production
9,Argentina,Cottonseed,1991,429600,tonnes,Production
9,Argentina,Cottonseed,1992,358600,tonnes,Production
9,Argentina,Cottonseed,1993,237200,tonnes,Production
9,Argentina,Cottonseed,1994,400200,tonnes,Production
9,Argentina,Cottonseed,1995,638000,tonnes,Production
9,Argentina,Cottonseed,1996,747600,tonnes,Production
9,Argentina,Cottonseed,1997,564400,tonnes,Production
9,Argentina,Cottonseed,1998,542000,tonnes,Production
9,Argentina,Cottonseed,1999,337000,tonnes,Production
9,Argentina,Cottonseed,2000,223000,tonnes,Production
9,Argentina,Cottonseed,2001,257000,tonnes,Production
9,Argentina,Cottonseed,2002,104000,tonnes,Production
9,Argentina,Cottonseed,2003,111000,tonnes,Production
9,Argentina,Cottonseed,2004,190000,tonnes,Production
9,Argentina,Cottonseed,2005,246400,tonnes,Production
9,Argentina,Cottonseed,2006,229773,tonnes,Production
9,Argentina,Cottonseed,2007,299960,tonnes,Production
9,Argentina,Cottonseed,2008,271500,tonnes,Production
9,Argentina,Cottonseed,2009,213700,tonnes,Production
9,Argentina,Cottonseed,2010,414450,tonnes,Production
9,Argentina,Cottonseed,2011,567898,tonnes,Production
9,Argentina,Cottonseed,2012,389750,tonnes,Production
9,Argentina,Cottonseed,2013,298650,tonnes,Production
9,Argentina,Cottonseed,2014,520000,tonnes,Production
9,Argentina,Cottonseed,2015,437000,tonnes,Production
9,Argentina,Cottonseed,2016,340000,tonnes,Production
9,Argentina,Cottonseed,2017,310000,tonnes,Production
9,Argentina,Cottonseed,2018,420000,tonnes,Production
9,Argentina,Flax fibre and tow,1961,1451,tonnes,Production
9,Argentina,Flax fibre and tow,1962,2325,tonnes,Production
9,Argentina,Flax fibre and tow,1963,1370,tonnes,Production
9,Argentina,Flax fibre and tow,1964,2034,tonnes,Production
9,Argentina,Flax fibre and tow,1965,1806,tonnes,Production
9,Argentina,Flax fibre and tow,1966,2046,tonnes,Production
9,Argentina,Flax fibre and tow,1967,2055,tonnes,Production
9,Argentina,Flax fibre and tow,1968,2100,tonnes,Production
9,Argentina,Flax fibre and tow,1969,3405,tonnes,Production
9,Argentina,Flax fibre and tow,1970,2271,tonnes,Production
9,Argentina,Flax fibre and tow,1971,1860,tonnes,Production
9,Argentina,Flax fibre and tow,1972,2040,tonnes,Production
9,Argentina,Flax fibre and tow,1973,1290,tonnes,Production
9,Argentina,Flax fibre and tow,1974,1740,tonnes,Production
9,Argentina,Flax fibre and tow,1975,1605,tonnes,Production
9,Argentina,Flax fibre and tow,1976,1536,tonnes,Production
9,Argentina,Flax fibre and tow,1977,1410,tonnes,Production
9,Argentina,Flax fibre and tow,1978,1470,tonnes,Production
9,Argentina,Flax fibre and tow,1979,1410,tonnes,Production
9,Argentina,Flax fibre and tow,1980,1320,tonnes,Production
9,Argentina,Flax fibre and tow,1981,1350,tonnes,Production
9,Argentina,Flax fibre and tow,1982,1400,tonnes,Production
9,Argentina,Flax fibre and tow,1983,1400,tonnes,Production
9,Argentina,Flax fibre and tow,1984,1400,tonnes,Production
9,Argentina,Flax fibre and tow,1985,1400,tonnes,Production
9,Argentina,Flax fibre and tow,1986,1400,tonnes,Production
9,Argentina,Flax fibre and tow,1987,1400,tonnes,Production
9,Argentina,Flax fibre and tow,1988,1500,tonnes,Production
9,Argentina,Flax fibre and tow,1989,1500,tonnes,Production
9,Argentina,Flax fibre and tow,1990,1600,tonnes,Production
9,Argentina,Flax fibre and tow,1991,1700,tonnes,Production
9,Argentina,Flax fibre and tow,1992,1800,tonnes,Production
9,Argentina,Flax fibre and tow,1993,1900,tonnes,Production
9,Argentina,Flax fibre and tow,1994,1917,tonnes,Production
9,Argentina,Flax fibre and tow,1995,1949,tonnes,Production
9,Argentina,Flax fibre and tow,1996,2000,tonnes,Production
9,Argentina,Flax fibre and tow,1997,1958,tonnes,Production
9,Argentina,Flax fibre and tow,1998,1936,tonnes,Production
9,Argentina,Flax fibre and tow,1999,1900,tonnes,Production
9,Argentina,Flax fibre and tow,2000,1911,tonnes,Production
9,Argentina,Flax fibre and tow,2001,1917,tonnes,Production
9,Argentina,Flax fibre and tow,2002,1929,tonnes,Production
9,Argentina,Flax fibre and tow,2003,1948,tonnes,Production
9,Argentina,Flax fibre and tow,2004,1972,tonnes,Production
9,Argentina,Flax fibre and tow,2005,2001,tonnes,Production
9,Argentina,Flax fibre and tow,2006,2000,tonnes,Production
9,Argentina,Flax fibre and tow,2007,2100,tonnes,Production
9,Argentina,Flax fibre and tow,2008,2204,tonnes,Production
9,Argentina,Flax fibre and tow,2009,2288,tonnes,Production
9,Argentina,Flax fibre and tow,2010,2373,tonnes,Production
9,Argentina,Flax fibre and tow,2011,2479,tonnes,Production
9,Argentina,Flax fibre and tow,2012,2600,tonnes,Production
9,Argentina,Flax fibre and tow,2013,2700,tonnes,Production
9,Argentina,Flax fibre and tow,2014,2562,tonnes,Production
9,Argentina,Flax fibre and tow,2015,2494,tonnes,Production
9,Argentina,Flax fibre and tow,2016,2605,tonnes,Production
9,Argentina,Flax fibre and tow,2017,2637,tonnes,Production
9,Argentina,Flax fibre and tow,2018,2666,tonnes,Production
9,Argentina,Flax fibre and tow,2019,2695,tonnes,Production
9,Argentina,"Oil, cottonseed",1961,26038,tonnes,Production
9,Argentina,"Oil, cottonseed",1962,24344,tonnes,Production
9,Argentina,"Oil, cottonseed",1963,25482,tonnes,Production
9,Argentina,"Oil, cottonseed",1964,21812,tonnes,Production
9,Argentina,"Oil, cottonseed",1965,31416,tonnes,Production
9,Argentina,"Oil, cottonseed",1966,25926,tonnes,Production
9,Argentina,"Oil, cottonseed",1967,24600,tonnes,Production
9,Argentina,"Oil, cottonseed",1968,18738,tonnes,Production
9,Argentina,"Oil, cottonseed",1969,27612,tonnes,Production
9,Argentina,"Oil, cottonseed",1970,33949,tonnes,Production
9,Argentina,"Oil, cottonseed",1971,21909,tonnes,Production
9,Argentina,"Oil, cottonseed",1972,19244,tonnes,Production
9,Argentina,"Oil, cottonseed",1973,27916,tonnes,Production
9,Argentina,"Oil, cottonseed",1974,22974,tonnes,Production
9,Argentina,"Oil, cottonseed",1975,46706,tonnes,Production
9,Argentina,"Oil, cottonseed",1976,33309,tonnes,Production
9,Argentina,"Oil, cottonseed",1977,39391,tonnes,Production
9,Argentina,"Oil, cottonseed",1978,53974,tonnes,Production
9,Argentina,"Oil, cottonseed",1979,49182,tonnes,Production
9,Argentina,"Oil, cottonseed",1980,53583,tonnes,Production
9,Argentina,"Oil, cottonseed",1981,21033,tonnes,Production
9,Argentina,"Oil, cottonseed",1982,35376,tonnes,Production
9,Argentina,"Oil, cottonseed",1983,27206,tonnes,Production
9,Argentina,"Oil, cottonseed",1984,40562,tonnes,Production
9,Argentina,"Oil, cottonseed",1985,38083,tonnes,Production
9,Argentina,"Oil, cottonseed",1986,23477,tonnes,Production
9,Argentina,"Oil, cottonseed",1987,21094,tonnes,Production
9,Argentina,"Oil, cottonseed",1988,55971,tonnes,Production
9,Argentina,"Oil, cottonseed",1989,37283,tonnes,Production
9,Argentina,"Oil, cottonseed",1990,50831,tonnes,Production
9,Argentina,"Oil, cottonseed",1991,62354,tonnes,Production
9,Argentina,"Oil, cottonseed",1992,55934,tonnes,Production
9,Argentina,"Oil, cottonseed",1993,31489,tonnes,Production
9,Argentina,"Oil, cottonseed",1994,47783,tonnes,Production
9,Argentina,"Oil, cottonseed",1995,64902,tonnes,Production
9,Argentina,"Oil, cottonseed",1996,66659,tonnes,Production
9,Argentina,"Oil, cottonseed",1997,41900,tonnes,Production
9,Argentina,"Oil, cottonseed",1998,49118,tonnes,Production
9,Argentina,"Oil, cottonseed",1999,44400,tonnes,Production
9,Argentina,"Oil, cottonseed",2000,26200,tonnes,Production
9,Argentina,"Oil, cottonseed",2001,30300,tonnes,Production
9,Argentina,"Oil, cottonseed",2002,13100,tonnes,Production
9,Argentina,"Oil, cottonseed",2003,7000,tonnes,Production
9,Argentina,"Oil, cottonseed",2004,10100,tonnes,Production
9,Argentina,"Oil, cottonseed",2005,19750,tonnes,Production
9,Argentina,"Oil, cottonseed",2006,6800,tonnes,Production
9,Argentina,"Oil, cottonseed",2007,11600,tonnes,Production
9,Argentina,"Oil, cottonseed",2008,4099,tonnes,Production
9,Argentina,"Oil, cottonseed",2009,5822,tonnes,Production
9,Argentina,"Oil, cottonseed",2010,19943,tonnes,Production
9,Argentina,"Oil, cottonseed",2011,23360,tonnes,Production
9,Argentina,"Oil, cottonseed",2012,17041,tonnes,Production
9,Argentina,"Oil, cottonseed",2013,14532,tonnes,Production
9,Argentina,"Oil, cottonseed",2014,26700,tonnes,Production
9,Argentina,"Oil, cottonseed",2015,18400,tonnes,Production
9,Argentina,"Oil, cottonseed",2016,9900,tonnes,Production
9,Argentina,"Oil, cottonseed",2017,7300,tonnes,Production
9,Argentina,"Oil, cottonseed",2018,20100,tonnes,Production
9,Argentina,Seed cotton,1961,393100,tonnes,Production
9,Argentina,Seed cotton,1962,341000,tonnes,Production
9,Argentina,Seed cotton,1963,438500,tonnes,Production
9,Argentina,Seed cotton,1964,337200,tonnes,Production
9,Argentina,Seed cotton,1965,457000,tonnes,Production
9,Argentina,Seed cotton,1966,370200,tonnes,Production
9,Argentina,Seed cotton,1967,269800,tonnes,Production
9,Argentina,Seed cotton,1968,230000,tonnes,Production
9,Argentina,Seed cotton,1969,366500,tonnes,Production
9,Argentina,Seed cotton,1970,458200,tonnes,Production
9,Argentina,Seed cotton,1971,285000,tonnes,Production
9,Argentina,Seed cotton,1972,292200,tonnes,Production
9,Argentina,Seed cotton,1973,424000,tonnes,Production
9,Argentina,Seed cotton,1974,418400,tonnes,Production
9,Argentina,Seed cotton,1975,541000,tonnes,Production
9,Argentina,Seed cotton,1976,445000,tonnes,Production
9,Argentina,Seed cotton,1977,522000,tonnes,Production
9,Argentina,Seed cotton,1978,714000,tonnes,Production
9,Argentina,Seed cotton,1979,572600,tonnes,Production
9,Argentina,Seed cotton,1980,485400,tonnes,Production
9,Argentina,Seed cotton,1981,265300,tonnes,Production
9,Argentina,Seed cotton,1982,491000,tonnes,Production
9,Argentina,Seed cotton,1983,373300,tonnes,Production
9,Argentina,Seed cotton,1984,610000,tonnes,Production
9,Argentina,Seed cotton,1985,536100,tonnes,Production
9,Argentina,Seed cotton,1986,376600,tonnes,Production
9,Argentina,Seed cotton,1987,322800,tonnes,Production
9,Argentina,Seed cotton,1988,849400,tonnes,Production
9,Argentina,Seed cotton,1989,619350,tonnes,Production
9,Argentina,Seed cotton,1990,922950,tonnes,Production
9,Argentina,Seed cotton,1991,789400,tonnes,Production
9,Argentina,Seed cotton,1992,651960,tonnes,Production
9,Argentina,Seed cotton,1993,431145,tonnes,Production
9,Argentina,Seed cotton,1994,705840,tonnes,Production
9,Argentina,Seed cotton,1995,1122547,tonnes,Production
9,Argentina,Seed cotton,1996,1347000,tonnes,Production
9,Argentina,Seed cotton,1997,1030000,tonnes,Production
9,Argentina,Seed cotton,1998,987000,tonnes,Production
9,Argentina,Seed cotton,1999,618000,tonnes,Production
9,Argentina,Seed cotton,2000,417680,tonnes,Production
9,Argentina,Seed cotton,2001,509405,tonnes,Production
9,Argentina,Seed cotton,2002,218159,tonnes,Production
9,Argentina,Seed cotton,2003,201506,tonnes,Production
9,Argentina,Seed cotton,2004,353799,tonnes,Production
9,Argentina,Seed cotton,2005,448315,tonnes,Production
9,Argentina,Seed cotton,2006,417770,tonnes,Production
9,Argentina,Seed cotton,2007,545382,tonnes,Production
9,Argentina,Seed cotton,2008,493601,tonnes,Production
9,Argentina,Seed cotton,2009,388528,tonnes,Production
9,Argentina,Seed cotton,2010,753502,tonnes,Production
9,Argentina,Seed cotton,2011,1032542,tonnes,Production
9,Argentina,Seed cotton,2012,708650,tonnes,Production
9,Argentina,Seed cotton,2013,520028,tonnes,Production
9,Argentina,Seed cotton,2014,1019653,tonnes,Production
9,Argentina,Seed cotton,2015,795345,tonnes,Production
9,Argentina,Seed cotton,2016,673145,tonnes,Production
9,Argentina,Seed cotton,2017,616160,tonnes,Production
9,Argentina,Seed cotton,2018,813692,tonnes,Production
9,Argentina,Seed cotton,2019,872721,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1961,48400,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1962,47200,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1963,55000,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1964,48600,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1965,52500,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1966,44700,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1967,63000,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1968,62000,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1969,53500,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1970,66000,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1971,61700,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1972,73600,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1973,71000,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1974,97700,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1975,97800,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1976,94600,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1977,90000,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1978,63000,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1979,70000,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1980,62044,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1981,50889,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1982,68677,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1983,74254,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1984,78301,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1985,60243,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1986,66361,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1987,69765,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1988,72235,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1989,80459,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1990,67634,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1991,94504,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1992,109157,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1993,112305,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1994,81957,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1995,79011,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1996,98201,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1997,123206,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1998,116510,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",1999,113400,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2000,114509,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2001,98110,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2002,132437,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2003,115837,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2004,157294,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2005,161064,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2006,144345,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2007,127740,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2008,130381,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2009,135531,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2010,132870,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2011,135241,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2012,115334,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2013,112348,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2014,127085,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2015,109106,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2016,93671,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2017,117154,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2018,104093,tonnes,Production
9,Argentina,"Tobacco, unmanufactured",2019,106319,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1961,990,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1962,990,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1963,1320,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1964,1650,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1965,1980,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1966,2970,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1967,2640,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1968,3630,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1969,4436,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1970,5100,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1971,9800,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1972,15000,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1973,37600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1974,26700,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1975,22020,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1976,12615,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1977,15875,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1978,18075,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1979,15735,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1980,6800,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1981,6515,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1982,3900,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1983,3221,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1984,2374,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1985,4698,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1986,4000,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1987,2202,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1988,3670,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1989,1240,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1990,2188,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1991,8677,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1992,9860,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1993,8555,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1994,10591,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1995,16325,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1996,25543,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1997,22253,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1998,18500,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,1999,16000,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2000,14500,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2001,25600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2002,18056,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2003,19411,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2004,25600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2005,25600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2006,25600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2007,25600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2008,25600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2009,28300,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2010,29000,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2011,29100,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2012,28400,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2013,29000,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2014,31600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2015,31600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2016,31600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2017,31600,tonnes,Production
19,Bolivia (Plurinational State of),Cotton lint,2018,31600,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1961,2010,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1962,2010,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1963,2680,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1964,3350,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1965,4020,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1966,6030,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1967,5360,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1968,7360,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1969,8200,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1970,10800,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1971,17900,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1972,31200,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1973,72850,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1974,55500,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1975,40890,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1976,21000,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1977,25940,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1978,30640,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1979,24705,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1980,12000,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1981,11500,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1982,7526,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1983,6000,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1984,4500,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1985,8800,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1986,7058,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1987,3886,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1988,6476,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1989,2350,tonnes,Production
19,Bolivia (Plurinational State of),Cottonseed,1990,3501,tonnes,Production
