Area Code (FAO),Nation,Item,Year,Value,Unit,Element
58,Ecuador,"Coffee, green",1993,137004,tonnes,Production
58,Ecuador,"Coffee, green",1994,186797,tonnes,Production
58,Ecuador,"Coffee, green",1995,148205,tonnes,Production
58,Ecuador,"Coffee, green",1996,168919,tonnes,Production
58,Ecuador,"Coffee, green",1997,173868,tonnes,Production
58,Ecuador,"Coffee, green",1998,48190,tonnes,Production
58,Ecuador,"Coffee, green",1999,132939,tonnes,Production
58,Ecuador,"Coffee, green",2000,27606,tonnes,Production
58,Ecuador,"Coffee, green",2001,164790,tonnes,Production
58,Ecuador,"Coffee, green",2002,23325,tonnes,Production
58,Ecuador,"Coffee, green",2003,23579,tonnes,Production
58,Ecuador,"Coffee, green",2004,27932,tonnes,Production
58,Ecuador,"Coffee, green",2005,40805,tonnes,Production
58,Ecuador,"Coffee, green",2006,31461,tonnes,Production
58,Ecuador,"Coffee, green",2007,38687,tonnes,Production
58,Ecuador,"Coffee, green",2008,32096,tonnes,Production
58,Ecuador,"Coffee, green",2009,33624,tonnes,Production
58,Ecuador,"Coffee, green",2010,31347,tonnes,Production
58,Ecuador,"Coffee, green",2011,23829,tonnes,Production
58,Ecuador,"Coffee, green",2012,7340,tonnes,Production
58,Ecuador,"Coffee, green",2013,7760,tonnes,Production
58,Ecuador,"Coffee, green",2014,4225,tonnes,Production
58,Ecuador,"Coffee, green",2015,5297,tonnes,Production
58,Ecuador,"Coffee, green",2016,3905,tonnes,Production
58,Ecuador,"Coffee, green",2017,7564,tonnes,Production
58,Ecuador,"Coffee, green",2018,5065,tonnes,Production
58,Ecuador,"Coffee, green",2019,8141,tonnes,Production
60,El Salvador,"Coffee, green",1961,122500,tonnes,Production
60,El Salvador,"Coffee, green",1962,98300,tonnes,Production
60,El Salvador,"Coffee, green",1963,122700,tonnes,Production
60,El Salvador,"Coffee, green",1964,123100,tonnes,Production
60,El Salvador,"Coffee, green",1965,109200,tonnes,Production
60,El Salvador,"Coffee, green",1966,123100,tonnes,Production
60,El Salvador,"Coffee, green",1967,144800,tonnes,Production
60,El Salvador,"Coffee, green",1968,123800,tonnes,Production
60,El Salvador,"Coffee, green",1969,143980,tonnes,Production
60,El Salvador,"Coffee, green",1970,129490,tonnes,Production
60,El Salvador,"Coffee, green",1971,144624,tonnes,Production
60,El Salvador,"Coffee, green",1972,147476,tonnes,Production
60,El Salvador,"Coffee, green",1973,126500,tonnes,Production
60,El Salvador,"Coffee, green",1974,159436,tonnes,Production
60,El Salvador,"Coffee, green",1975,161415,tonnes,Production
60,El Salvador,"Coffee, green",1976,138690,tonnes,Production
60,El Salvador,"Coffee, green",1977,147465,tonnes,Production
60,El Salvador,"Coffee, green",1978,158490,tonnes,Production
60,El Salvador,"Coffee, green",1979,185625,tonnes,Production
60,El Salvador,"Coffee, green",1980,184230,tonnes,Production
60,El Salvador,"Coffee, green",1981,180000,tonnes,Production
60,El Salvador,"Coffee, green",1982,174616,tonnes,Production
60,El Salvador,"Coffee, green",1983,154560,tonnes,Production
60,El Salvador,"Coffee, green",1984,163852,tonnes,Production
60,El Salvador,"Coffee, green",1985,148810,tonnes,Production
60,El Salvador,"Coffee, green",1986,138184,tonnes,Production
60,El Salvador,"Coffee, green",1987,147890,tonnes,Production
60,El Salvador,"Coffee, green",1988,120290,tonnes,Production
60,El Salvador,"Coffee, green",1989,121900,tonnes,Production
60,El Salvador,"Coffee, green",1990,147200,tonnes,Production
60,El Salvador,"Coffee, green",1991,149450,tonnes,Production
60,El Salvador,"Coffee, green",1992,175720,tonnes,Production
60,El Salvador,"Coffee, green",1993,140576,tonnes,Production
60,El Salvador,"Coffee, green",1994,140534,tonnes,Production
60,El Salvador,"Coffee, green",1995,139513,tonnes,Production
60,El Salvador,"Coffee, green",1996,148859,tonnes,Production
60,El Salvador,"Coffee, green",1997,124239,tonnes,Production
60,El Salvador,"Coffee, green",1998,117214,tonnes,Production
60,El Salvador,"Coffee, green",1999,160782,tonnes,Production
