variable,min_35,max_35,sector,var_change_over_time,group,norm_group,pij
ef_trns_mobile_combustion_powered_bikes_kg_ch4_per_tj_gasoline,0.4528726999624484,2.628614344723996,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_powered_bikes_kg_n2o_per_tj_gasoline,0.490566037735849,1.8867924528301887,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_biofuels,3.3766233766233764,11.428571428571429,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_diesel,0.4102564102564103,2.435897435897436,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_gasoline,0.2927184466019417,3.3980582524271843,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_natural_gas,0.1428571428571428,4.4,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_biofuels,0.3170731707317073,3.0,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_diesel,0.3333333333333333,3.076923076923077,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_gasoline,0.325,2.5,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_natural_gas,0.3333333333333333,25.666666666666668,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_rail_freight_kg_ch4_per_tj_diesel,0.4024096385542168,2.5060240963855422,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_rail_freight_kg_ch4_per_tj_natural_gas,0.1428571428571428,4.4,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_rail_freight_kg_n2o_per_tj_diesel,0.5,3.0,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_rail_freight_kg_n2o_per_tj_natural_gas,0.3333333333333333,25.666666666666668,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_rail_passenger_kg_ch4_per_tj_diesel,0.4024096385542168,2.5060240963855422,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_rail_passenger_kg_ch4_per_tj_natural_gas,0.1428571428571428,4.4,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_rail_passenger_kg_n2o_per_tj_diesel,0.5,3.0,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_rail_passenger_kg_n2o_per_tj_natural_gas,0.3333333333333333,25.666666666666668,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_biofuels,3.3766233766233764,11.428571428571429,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_diesel,0.4102564102564103,2.435897435897436,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_gasoline,0.2927184466019417,3.3980582524271843,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_natural_gas,0.1428571428571428,4.4,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_biofuels,0.3170731707317073,3.0,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_diesel,0.3333333333333333,3.076923076923077,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_gasoline,0.325,2.5,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_natural_gas,0.3333333333333333,25.666666666666668,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_biofuels,3.3766233766233764,11.428571428571429,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_diesel,0.4102564102564103,2.435897435897436,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_gasoline,0.2927184466019417,3.3980582524271843,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_natural_gas,0.1428571428571428,4.4,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_biofuels,0.3170731707317073,3.0,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_diesel,0.3333333333333333,3.076923076923077,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_gasoline,0.325,2.5,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_natural_gas,0.3333333333333333,25.666666666666668,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_biofuels,0.7222222222222222,4.666666666666667,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_diesel,0.4102564102564103,2.435897435897436,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_gasoline,0.2927184466019417,3.3980582524271843,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_biofuels,0.3170731707317073,3.0,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_diesel,0.3333333333333333,3.076923076923077,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_gasoline,0.325,2.5,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_water_borne_kg_ch4_per_tj_diesel,0.5,1.5,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_water_borne_kg_ch4_per_tj_natural_gas,0.1428571428571428,4.4,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_water_borne_kg_n2o_per_tj_diesel,0.6,1.5,AllEnergy,0,0,0,0
ef_trns_mobile_combustion_water_borne_kg_n2o_per_tj_natural_gas,0.3333333333333333,25.666666666666668,AllEnergy,0,0,0,0
elecfuelefficiency_trns_aviation_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
elecfuelefficiency_trns_powered_bikes_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
elecfuelefficiency_trns_public_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
elecfuelefficiency_trns_rail_freight_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
elecfuelefficiency_trns_rail_passenger_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
elecfuelefficiency_trns_road_heavy_freight_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
elecfuelefficiency_trns_road_heavy_regional_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
elecfuelefficiency_trns_road_light_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
elecfuelefficiency_trns_water_borne_km_per_kwh,0.8,1.2,AllEnergy,0,0,0,0
demscalar_trde_freight,1.0,1.0,AllEnergy,0,0,0,0
demscalar_trde_private_and_public,1.0,1.0,AllEnergy,0,0,0,0
demscalar_trde_regional,1.0,1.0,AllEnergy,0,0,0,0
elasticity_trde_mtkm_to_gdp_freight,0.8,1.2,AllEnergy,0,0,0,0
elasticity_trde_pkm_to_gdppc_private_and_public,0.5,1.5,AllEnergy,0,0,0,0
elasticity_trde_pkm_to_gdppc_regional,0.5,1.5,AllEnergy,0,0,0,0
