variable,min_35,max_35,sector,var_change_over_time,group,norm_group,pij
frac_waso_initial_composition_ind_food,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_wood,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_plastic,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_mun_sludge,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_recycled_rubber_leather,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_compost_food,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_compost_sludge,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_recycled_glass,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_biogas_food,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_msw_incinerated_recovered_for_energy,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_sludge,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_plastic,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_nappies,0.5,1.5,CircularEconomy,0,0,0,0
gasrf_trww_biogas_treated_secondary_anaerobic,0.5,1.5,CircularEconomy,0,0,0,0
param_wali_n_hh_scalar,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_recycled_wood,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_paper,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_nappies,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_glass,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_non_recycled_incinerated,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_rubber_leather,0.5,1.5,CircularEconomy,0,0,0,0
vkmt_per_vehicle_waso,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_wood,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_recycled_textiles,0.5,1.5,CircularEconomy,0,0,0,0
qty_waso_industrial_waste_kt_per_mmm_gdp,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_glass,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_non_recycled_landfilled,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_metal,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_other,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_recycled_plastic,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_rubber_leather,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_biogas_yard,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_recycled_metal,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_yard,0.5,1.5,CircularEconomy,0,0,0,0
elasticity_gnrl_rate_occupancy_to_gdppc,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_paper,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_yard,0.5,1.5,CircularEconomy,0,0,0,0
gasrf_trww_biogas_treated_secondary_aerobic,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_textiles,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_chemical_industrial,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_biogas_sludge,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_compost_methane_flared,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_metal,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_compost_yard,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_lgc_recovered_for_energy,0.5,1.5,CircularEconomy,0,0,0,0
gasrf_trww_biogas_treated_advanced_aerobic,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_textiles,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_ind_sludge,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_initial_composition_mun_chemical_industrial,0.5,1.5,CircularEconomy,0,0,0,0
factor_waso_waste_per_capita_scalar_other,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_isw_incinerated_recovered_for_energy,0.5,1.5,CircularEconomy,0,0,0,0
elasticity_protein_in_diet_to_gdppc,0.5,1.5,CircularEconomy,0,0,0,0
frac_gnrl_eating_red_meat,0.5,1.5,CircularEconomy,0,0,0,0
frac_waso_recycled_paper,0.5,1.5,CircularEconomy,0,0,0,0
ef_ippu_tonne_co2_per_tonne_production_cement_clinker,0.8,1.2,IPPU,0,0,0,0
ef_ippu_tonne_co2_per_tonne_production_chemicals,0.8,1.2,IPPU,0,0,0,0
ef_ippu_tonne_co2_per_tonne_production_glass,0.8,1.2,IPPU,0,0,0,0
ef_ippu_tonne_co2_per_tonne_production_lime_and_carbonite,0.75,1.15,IPPU,0,0,0,0
ef_ippu_tonne_co2_per_tonne_production_metals,0.8,1.2,IPPU,0,0,0,0
ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing,0.8,1.2,IPPU,0,0,0,0
ef_ippu_tonne_n2o_per_tonne_production_chemicals,0.8,1.2,IPPU,0,0,0,0
ef_ippu_tonne_sf6_per_mmm_gdp_other_product_manufacturing,0.8,1.2,IPPU,0,0,0,0
ef_ippu_tonne_sf6_per_tonne_production_electronics,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_cement_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_chemicals_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_electronics_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_glass_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_lime_and_carbonite_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_metals_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_paper_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_plastic_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_rubber_and_leather_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
elasticity_ippu_textiles_production_to_gdp,0.8,1.2,IPPU,0,0,0,0
prodinit_ippu_recycled_glass_tonne,0.8,1.2,IPPU,0,0,0,0
prodinit_ippu_recycled_metals_tonne,0.8,1.2,IPPU,0,0,0,0
prodinit_ippu_recycled_paper_tonne,0.8,1.2,IPPU,0,0,0,0
prodinit_ippu_recycled_plastic_tonne,0.8,1.2,IPPU,0,0,0,0
prodinit_ippu_recycled_rubber_and_leather_tonne,0.8,1.2,IPPU,0,0,0,0
prodinit_ippu_recycled_textiles_tonne,0.8,1.2,IPPU,0,0,0,0
qty_ippu_cement_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_chemicals_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_electronics_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_glass_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_lime_and_carbonite_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_metals_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_paper_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_plastic_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_recycled_metals_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_recycled_paper_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_recycled_plastic_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_recycled_rubber_and_leather_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_recycled_textiles_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_rubber_and_leather_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
qty_ippu_textiles_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0,0,0
vol_ippu_cement_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_chemicals_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_electronics_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_glass_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_lime_and_carbonite_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_metals_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_paper_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_plastic_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_recycled_metals_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_recycled_paper_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_recycled_plastic_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_recycled_rubber_and_leather_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_recycled_textiles_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_rubber_and_leather_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
vol_ippu_textiles_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0,0,0
net_imports_cement_clinker_tonne,0.9,1.1,IPPU,0,0,0,0
frac_ippu_cement_clinker,0.93,1.02,IPPU,0,0,0,0
ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_cf4_per_tonne_production_electronics,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_cf4_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_c5h2f10_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_ch4_per_tonne_production_plastic,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_c2f6_per_tonne_production_electronics,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_ch2f2_per_tonne_production_electronics,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_ch4_per_tonne_production_chemicals,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_cc4f8_per_tonne_production_electronics,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_ch4_per_tonne_production_metals,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_c6f14_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0,0,0
demscalar_ippu_metals,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_paper,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_other_product_manufacturing,0.5,1.5,IPPU,0,0,0,0
ef_ippu_tonne_co2_per_tonne_production_plastic,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_cement,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_construction_and_demolition,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_lime_and_carbonite,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_other_industries,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_textiles,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_rubber_and_leather,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_electronics,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_plastic,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_glass,0.5,1.5,IPPU,0,0,0,0
demscalar_ippu_chemicals,0.5,1.5,IPPU,0,0,0,0
gdp_mmm_usd,0.005,2.0,IPPU,1,0,0,0
genfactor_lvst_daily_volatile_solids_cattle_nondairy,0.95,1.012,AFOLU,0,0,0,0
mcf_lsmm_deep_bedding,0.313230481533426,1.7578307620383302,AFOLU,0,0,0,0
mcf_lsmm_daily_spread,0.185185185185185,1.85185185185185,AFOLU,0,0,0,0
mcf_lsmm_composting,0.588235294117647,1.3725490196078405,AFOLU,0,0,0,0
mcf_lsmm_anaerobic_lagoon,0.709117221418234,1.15774240231548,AFOLU,0,0,0,0
mcf_lsmm_anaerobic_digester,0.9707808564231728,1.02292191435768,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_storage_solid,0.4788213627992629,1.6427255985266995,AFOLU,0,0,0,0
mcf_lsmm_dry_lot,0.6666666666666661,1.33333333333333,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_poultry_manure,0.9090909090909092,1.09090909090909,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_liquid_slurry,0.280851063829787,1.77872340425531,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_incineration,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_dry_lot,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_deep_bedding,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_daily_spread,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_composting,0.9566929133858258,1.04330708661417,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_paddock_pasture_range,0.9,1.1,AFOLU,0,0,0,0
mcf_lsmm_incineration,0.95,1.05,AFOLU,0,0,0,0
mcf_lsmm_liquid_slurry,0.29681597409606,1.77010253642741,AFOLU,0,0,0,0
mcf_lsmm_paddock_pasture_range,0.95,1.05,AFOLU,0,0,0,0
frac_lndu_soil_mineral_forests_mangroves,0.95,1.05,AFOLU,0,0,0,0
frac_lndu_soil_mineral_croplands,0.95,1.05,AFOLU,0,0,0,0
ef_soil_ef4_n_volatilisation_n2o_wet_climate,0.785714285714285,1.21428571428571,AFOLU,0,0,0,0
ef_soil_ef2_n_drained_managed_soils_n2o_tropical_forest_kg_n2on_ha,0.5416666666666661,1.4583333333333302,AFOLU,0,0,0,0
ef_soil_ef2_n_drained_managed_soils_n2o_tropical_crop_grass_kg_n2on_ha,0.4599999999999989,1.54,AFOLU,0,0,0,0
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_forest_nutrient_rich_kg_n2on_ha,0.593749999999999,1.40625,AFOLU,0,0,0,0
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_forest_nutrient_poor_kg_n2on_ha,0.681818181818181,1.27272727272727,AFOLU,0,0,0,0
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_crop_grass_kg_n2on_ha,0.592592592592592,1.4074074074074,AFOLU,0,0,0,0
ef_soil_ef1_n_synthetic_fertilizer_n2o_wet_climate,0.8125,1.1875,AFOLU,0,0,0,0
ef_soil_ef1_n_organic_amerndments_fertilizer_n2o_wet_climate,0.166666666666666,1.8333333333333304,AFOLU,0,0,0,0
ef_soil_c_liming_limestone,0.5,1.5,AFOLU,0,0,0,0
ef_soil_c_liming_dolomite,0.5,1.5,AFOLU,0,0,0,0
ratio_lsmm_n2_to_n2o,0.3329999999999999,3.333,AFOLU,0,0,0,0
mcf_lsmm_storage_solid,0.526315789473684,1.33971291866028,AFOLU,0,0,0,0
mcf_lsmm_poultry_manure,0.95,1.05,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_anaerobic_lagoon,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_volatilisation_anaerobic_digester,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_poultry_manure,0.9,1.1,AFOLU,0,0,0,0
frac_lsmm_n_loss_leaching_paddock_pasture_range,0.9,1.1,AFOLU,0,0,0,0
ef_lsmm_direct_management_anaerobic_digester_n2o_per_n,0.9,1.1,AFOLU,0,0,0,0
physparam_lvst_bo_sheep_kg_ch4_kg_manure,0.8125,1.1875,AFOLU,0,0,0,0
physparam_lvst_bo_pigs_kg_ch4_kg_manure,0.783783783783783,1.21621621621621,AFOLU,0,0,0,0
