variable,min_35,max_35,sector,var_change_over_time,group
elasticity_waso_msw_to_gdppc_glass,0.1,6.66666666666667,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_metal,0.1,6.66666666666667,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_nappies,0.1,33.3333333333333,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_other,0.1,33.3333333333333,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_paper,0.1,4.16666666666667,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_plastic,0.1,6.66666666666667,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_rubber_leather,0.1,6.66666666666667,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_textiles,0.1,33.3333333333333,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_wood,0.1,16.6666666666667,CircularEconomy,0,0.0
elasticity_waso_msw_to_gdppc_yard,0.1,16.6666666666667,CircularEconomy,0,0.0
historical_back_projection_growth_rate,0.5,2.0,CircularEconomy,0,0.0
mcf_waso_average_landfilled,0.76,1.66,CircularEconomy,0,0.0
mcf_waso_average_open_dump,0.76,1.66,CircularEconomy,0,0.0
physparam_waso_k_chemical_industrial,0.85,1.17,CircularEconomy,0,0.0
physparam_waso_k_food,0.53,1.48,CircularEconomy,0,0.0
physparam_waso_k_nappies,0.78,1.15,CircularEconomy,0,0.0
physparam_waso_k_paper,0.83,1.23,CircularEconomy,0,0.0
physparam_waso_k_sludge,0.53,1.48,CircularEconomy,0,0.0
physparam_waso_k_textiles,0.83,1.23,CircularEconomy,0,0.0
physparam_waso_k_wood,0.71,1.43,CircularEconomy,0,0.0
physparam_waso_k_yard,0.78,1.15,CircularEconomy,0,0.0
ef_trww_treated_advanced_aerobic_g_n2o_per_g_n,0.01,2.8125,CircularEconomy,0,0.0
ef_trww_treated_advanced_anaerobic_g_n2o_per_g_n,0.0,2.0,CircularEconomy,0,0.0
ef_trww_treated_latrine_improved_g_n2o_per_g_n,0.0,2.0,CircularEconomy,0,0.0
ef_trww_treated_latrine_unimproved_g_n2o_per_g_n,0.0,2.0,CircularEconomy,0,0.0
ef_trww_treated_primary_g_n2o_per_g_n,0.01,2.8125,CircularEconomy,0,0.0
ef_trww_treated_secondary_aerobic_g_n2o_per_g_n,0.01,2.8125,CircularEconomy,0,0.0
ef_trww_treated_secondary_anaerobic_g_n2o_per_g_n,0.0,2.0,CircularEconomy,0,0.0
ef_trww_untreated_no_sewerage_g_n2o_per_g_n,0.042,7.58,CircularEconomy,0,0.0
ef_trww_untreated_with_sewerage_g_n2o_per_g_n,0.042,7.58,CircularEconomy,0,0.0
frac_sludge_compliant_treated_septic,0.2,1.8,CircularEconomy,0,0.0
frac_trww_n_removed_treated_advanced_aerobic,0.5625,1.0625,CircularEconomy,0,0.0
frac_trww_n_removed_treated_advanced_anaerobic,0.5625,1.0625,CircularEconomy,0,0.0
frac_trww_n_removed_treated_latrine_improved,0.583,1.75,CircularEconomy,0,0.0
frac_trww_n_removed_treated_latrine_unimproved,0.583,1.75,CircularEconomy,0,0.0
frac_trww_n_removed_treated_primary,0.5,2.0,CircularEconomy,0,0.0
frac_trww_n_removed_treated_secondary_aerobic,0.875,1.375,CircularEconomy,0,0.0
frac_trww_n_removed_treated_secondary_anaerobic,0.875,1.375,CircularEconomy,0,0.0
frac_trww_n_removed_treated_septic,0.67,1.67,CircularEconomy,0,0.0
frac_trww_p_removed_treated_advanced_aerobic,0.833,1.333,CircularEconomy,0,0.0
frac_trww_p_removed_treated_advanced_anaerobic,0.833,1.333,CircularEconomy,0,0.0
frac_trww_tow_removed_treated_advanced_aerobic,0.889,1.056,CircularEconomy,0,0.0
frac_trww_tow_removed_treated_advanced_anaerobic,0.889,1.056,CircularEconomy,0,0.0
frac_trww_tow_removed_treated_latrine_improved,0.117,2.326,CircularEconomy,0,0.0
frac_trww_tow_removed_treated_latrine_unimproved,0.117,2.326,CircularEconomy,0,0.0
frac_trww_tow_removed_treated_primary,0.625,1.25,CircularEconomy,0,0.0
frac_trww_tow_removed_treated_secondary_aerobic,0.941,1.059,CircularEconomy,0,0.0
frac_trww_tow_removed_treated_secondary_anaerobic,0.941,1.059,CircularEconomy,0,0.0
frac_trww_tow_removed_treated_septic,0.8,1.2,CircularEconomy,0,0.0
frac_trww_tow_removed_untreated_no_sewerage,0.8,1.2,CircularEconomy,0,0.0
frac_trww_tow_removed_untreated_with_sewerage,0.8,1.2,CircularEconomy,0,0.0
mcf_trww_treated_advanced_aerobic,0.1,3.0,CircularEconomy,0,0.0
mcf_trww_treated_advanced_anaerobic,0.333,1.667,CircularEconomy,0,0.0
mcf_trww_treated_latrine_improved,0.14,2.86,CircularEconomy,0,0.0
mcf_trww_treated_latrine_unimproved,0.14,2.86,CircularEconomy,0,0.0
mcf_trww_treated_primary,0.1,3.0,CircularEconomy,0,0.0
mcf_trww_treated_secondary_aerobic,0.1,3.0,CircularEconomy,0,0.0
mcf_trww_treated_secondary_anaerobic,0.333,1.667,CircularEconomy,0,0.0
mcf_trww_treated_septic,0.8,1.44,CircularEconomy,0,0.0
mcf_trww_untreated_no_sewerage,0.0,2.67,CircularEconomy,0,0.0
mcf_trww_untreated_with_sewerage,0.8,1.2,CircularEconomy,0,0.0
physparam_krem_sludge_factor_treated_advanced_aerobic,0.46,1.39,CircularEconomy,0,0.0
physparam_krem_sludge_factor_treated_secondary_aerobic,0.46,1.39,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_yard,0.5,1.5,CircularEconomy,0,0.0
param_wali_n_hh_scalar,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_glass,0.5,1.5,CircularEconomy,0,0.0
gasrf_waso_landfill_to_ch4,0.5,1.5,CircularEconomy,0,0.0
frac_waso_biogas_sludge,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_metal,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_wood,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_mun_sludge,0.5,1.5,CircularEconomy,0,0.0
frac_waso_non_recycled_open_dump,0.5,1.5,CircularEconomy,0,0.0
frac_waso_compost_food,0.5,1.5,CircularEconomy,0,0.0
frac_waso_recycled_wood,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_plastic,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_mun_chemical_industrial,0.5,1.5,CircularEconomy,0,0.0
frac_waso_biogas_food,0.5,1.5,CircularEconomy,0,0.0
frac_waso_recycled_plastic,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_sludge,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_other,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_textiles,0.5,1.5,CircularEconomy,0,0.0
frac_waso_msw_incinerated_recovered_for_energy,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_glass,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_paper,0.5,1.5,CircularEconomy,0,0.0
gasrf_trww_biogas_treated_secondary_anaerobic,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_metal,0.5,1.5,CircularEconomy,0,0.0
gasrf_trww_biogas_treated_secondary_aerobic,0.5,1.5,CircularEconomy,0,0.0
frac_waso_non_recycled_landfilled,0.5,1.5,CircularEconomy,0,0.0
elasticity_protein_in_diet_to_gdppc,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_sludge,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_paper,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_rubber_leather,0.5,1.5,CircularEconomy,0,0.0
gasrf_waso_biogas,0.5,1.5,CircularEconomy,0,0.0
frac_waso_compost_methane_flared,0.5,1.5,CircularEconomy,0,0.0
oxf_waso_average_landfilled,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_other,0.5,1.5,CircularEconomy,0,0.0
frac_waso_recycled_paper,0.5,1.5,CircularEconomy,0,0.0
frac_waso_isw_incinerated_recovered_for_energy,0.5,1.5,CircularEconomy,0,0.0
gasrf_trww_biogas_treated_advanced_anaerobic,0.5,1.5,CircularEconomy,0,0.0
frac_gnrl_eating_red_meat,0.5,1.5,CircularEconomy,0,0.0
gasrf_trww_biogas_treated_advanced_aerobic,0.5,1.5,CircularEconomy,0,0.0
frac_waso_compost_yard,0.5,1.5,CircularEconomy,0,0.0
frac_waso_recycled_metal,0.5,1.5,CircularEconomy,0,0.0
frac_waso_recycled_glass,0.5,1.5,CircularEconomy,0,0.0
frac_waso_recycled_textiles,0.5,1.5,CircularEconomy,0,0.0
frac_waso_lgc_recovered_for_energy,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_chemical_industrial,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_chemical_industrial,0.5,1.5,CircularEconomy,0,0.0
vkmt_per_vehicle_waso,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_wood,0.5,1.5,CircularEconomy,0,0.0
qty_waso_initial_municipal_waste_tonne_per_capita,0.5,1.5,CircularEconomy,0,0.0
frac_waso_biogas_yard,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_plastic,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_nappies,0.5,1.5,CircularEconomy,0,0.0
qty_waso_industrial_waste_kt_per_mmm_gdp,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_yard,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_food,0.5,1.5,CircularEconomy,0,0.0
occrateinit_gnrl_occupancy,0.5,1.5,CircularEconomy,0,0.0
frac_waso_compost_sludge,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_nappies,0.5,1.5,CircularEconomy,0,0.0
elasticity_gnrl_rate_occupancy_to_gdppc,0.5,1.5,CircularEconomy,0,0.0
frac_waso_initial_composition_ind_rubber_leather,0.5,1.5,CircularEconomy,0,0.0
frac_waso_recycled_rubber_leather,0.5,1.5,CircularEconomy,0,0.0
frac_waso_non_recycled_incinerated,0.5,1.5,CircularEconomy,0,0.0
factor_waso_waste_per_capita_scalar_textiles,0.5,1.5,CircularEconomy,0,0.0
ef_ippu_tonne_co2_per_tonne_production_cement_clinker,0.8,1.2,IPPU,0,0.0
ef_ippu_tonne_co2_per_tonne_production_chemicals,0.8,1.2,IPPU,0,0.0
ef_ippu_tonne_co2_per_tonne_production_glass,0.8,1.2,IPPU,0,0.0
ef_ippu_tonne_co2_per_tonne_production_lime_and_carbonite,0.75,1.15,IPPU,0,0.0
ef_ippu_tonne_co2_per_tonne_production_metals,0.8,1.2,IPPU,0,0.0
ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing,0.8,1.2,IPPU,0,0.0
ef_ippu_tonne_n2o_per_tonne_production_chemicals,0.8,1.2,IPPU,0,0.0
ef_ippu_tonne_sf6_per_mmm_gdp_other_product_manufacturing,0.8,1.2,IPPU,0,0.0
ef_ippu_tonne_sf6_per_tonne_production_electronics,0.8,1.2,IPPU,0,0.0
elasticity_ippu_cement_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_chemicals_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_electronics_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_glass_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_lime_and_carbonite_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_metals_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_paper_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_plastic_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_rubber_and_leather_production_to_gdp,0.8,1.2,IPPU,0,0.0
elasticity_ippu_textiles_production_to_gdp,0.8,1.2,IPPU,0,0.0
prodinit_ippu_recycled_glass_tonne,0.8,1.2,IPPU,0,0.0
prodinit_ippu_recycled_metals_tonne,0.8,1.2,IPPU,0,0.0
prodinit_ippu_recycled_paper_tonne,0.8,1.2,IPPU,0,0.0
prodinit_ippu_recycled_plastic_tonne,0.8,1.2,IPPU,0,0.0
prodinit_ippu_recycled_rubber_and_leather_tonne,0.8,1.2,IPPU,0,0.0
prodinit_ippu_recycled_textiles_tonne,0.8,1.2,IPPU,0,0.0
qty_ippu_cement_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_chemicals_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_electronics_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_glass_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_lime_and_carbonite_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_metals_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_paper_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_plastic_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_recycled_metals_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_recycled_paper_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_recycled_plastic_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_recycled_rubber_and_leather_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_recycled_textiles_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_rubber_and_leather_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
qty_ippu_textiles_tonne_cod_per_m3_ww,0.8,1.2,IPPU,0,0.0
vol_ippu_cement_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_chemicals_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_electronics_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_glass_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_lime_and_carbonite_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_metals_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_paper_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_plastic_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_recycled_metals_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_recycled_paper_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_recycled_plastic_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_recycled_rubber_and_leather_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_recycled_textiles_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_rubber_and_leather_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
vol_ippu_textiles_m3_ww_per_tonne_production,0.8,1.2,IPPU,0,0.0
net_imports_cement_clinker_tonne,0.9,1.1,IPPU,0,0.0
frac_ippu_cement_clinker,0.93,1.02,IPPU,0,0.0
ef_ippu_tonne_c2f6_per_tonne_production_electronics,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_ch2f2_per_tonne_production_electronics,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_cf4_per_tonne_production_electronics,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_c6f14_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_cf4_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_ch4_per_tonne_production_chemicals,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_c5h2f10_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_ch4_per_tonne_production_plastic,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_ch4_per_tonne_production_metals,1e-08,0.0003,IPPU,0,0.0
ef_ippu_tonne_cc4f8_per_tonne_production_electronics,1e-08,0.0003,IPPU,0,0.0
demscalar_ippu_recycled_rubber_and_leather,0.5,1.5,IPPU,0,0.0
demscalar_ippu_recycled_wood,0.5,1.5,IPPU,0,0.0
demscalar_ippu_other_product_manufacturing,0.5,1.5,IPPU,0,0.0
ef_ippu_tonne_co2_per_tonne_production_plastic,0.5,1.5,IPPU,0,0.0
demscalar_ippu_plastic,0.5,1.5,IPPU,0,0.0
demscalar_ippu_glass,0.5,1.5,IPPU,0,0.0
demscalar_ippu_paper,0.5,1.5,IPPU,0,0.0
demscalar_ippu_electronics,0.5,1.5,IPPU,0,0.0
demscalar_ippu_recycled_glass,0.5,1.5,IPPU,0,0.0
demscalar_ippu_rubber_and_leather,0.5,1.5,IPPU,0,0.0
demscalar_ippu_lime_and_carbonite,0.5,1.5,IPPU,0,0.0
demscalar_ippu_construction_and_demolition,0.5,1.5,IPPU,0,0.0
demscalar_ippu_recycled_textiles,0.5,1.5,IPPU,0,0.0
demscalar_ippu_recycled_plastic,0.5,1.5,IPPU,0,0.0
demscalar_ippu_recycled_metals,0.5,1.5,IPPU,0,0.0
demscalar_ippu_recycled_paper,0.5,1.5,IPPU,0,0.0
demscalar_ippu_metals,0.5,1.5,IPPU,0,0.0
demscalar_ippu_chemicals,0.5,1.5,IPPU,0,0.0
demscalar_ippu_cement,0.5,1.5,IPPU,0,0.0
demscalar_ippu_textiles,0.5,1.5,IPPU,0,0.0
demscalar_ippu_other_industries,0.5,1.5,IPPU,0,0.0
gdp_mmm_usd,0.005,2.0,IPPU,1,0.0
ratio_agrc_below_ground_to_above_ground_biomass_tubers,0.5,1.5,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_chickens,0.99,1.163,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_goats,0.9,1.1,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_horses,0.9,1.1,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_mules,0.9,1.1,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_pigs,0.66,1.66,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_sheep,0.9,1.1,AFOLU,0,0.0
physparam_lvst_bo_buffalo_kg_ch4_kg_manure,0.9,1.1,AFOLU,0,0.0
physparam_lvst_bo_cattle_dairy_kg_ch4_kg_manure,0.702702702702702,1.29729729729729,AFOLU,0,0.0
physparam_lvst_bo_cattle_nondairy_kg_ch4_kg_manure,0.838709677419354,1.16129032258064,AFOLU,0,0.0
physparam_lvst_bo_chickens_kg_ch4_kg_manure,0.790123456790123,1.28395061728395,AFOLU,0,0.0
physparam_lvst_bo_goats_kg_ch4_kg_manure,0.838709677419354,1.16129032258064,AFOLU,0,0.0
physparam_lvst_bo_horses_kg_ch4_kg_manure,0.928571428571428,1.07142857142857,AFOLU,0,0.0
physparam_lvst_bo_mules_kg_ch4_kg_manure,0.881355932203389,1.11864406779661,AFOLU,0,0.0
physparam_lvst_bo_pigs_kg_ch4_kg_manure,0.783783783783783,1.21621621621621,AFOLU,0,0.0
physparam_lvst_bo_sheep_kg_ch4_kg_manure,0.8125,1.1875,AFOLU,0,0.0
scalar_lvst_carrying_capacity,0.8,1.2,AFOLU,0,0.0
ef_lsmm_direct_management_anaerobic_digester_n2o_per_n,0.9,1.1,AFOLU,0,0.0
ef_lsmm_direct_management_composting_n2o_per_n,0.769230769230769,1.53846153846153,AFOLU,0,0.0
ef_lsmm_direct_management_deep_bedding_n2o_per_n,0.24,1.75,AFOLU,0,0.0
ef_lsmm_direct_management_dry_lot_n2o_per_n,0.9,1.1,AFOLU,0,0.0
ef_lsmm_direct_management_poultry_manure_n2o_per_n,0.9,1.1,AFOLU,0,0.0
ef_lsmm_direct_management_storage_solid_n2o_per_n,0.667,1.333,AFOLU,0,0.0
frac_lsmm_manure_to_fertilizer_anaerobic_lagoon,0.9,1.11,AFOLU,0,0.0
frac_lsmm_manure_to_fertilizer_daily_spread,0.9,1.11,AFOLU,0,0.0
frac_lsmm_manure_to_fertilizer_deep_bedding,0.9,1.11,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_cattle_nondairy,0.95,1.012,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_cattle_dairy,0.9,1.139,AFOLU,0,0.0
genfactor_lvst_daily_volatile_solids_buffalo,0.9,1.1,AFOLU,0,0.0
genfactor_lvst_daily_nitrogen_sheep,0.9,1.1,AFOLU,0,0.0
ef_frst_forestfires_primary_co2,0.95,1.05,AFOLU,0,0.0
ef_frst_forestfires_secondary_co2,0.95,1.05,AFOLU,0,0.0
hl_frst_half_life_hwp_paper_products,0.75,1.25,AFOLU,0,0.0
hl_frst_half_life_hwp_wood_products,0.75,1.25,AFOLU,0,0.0
qty_frst_biomass_consumed_by_fire_temperate_primary_tonne_per_ha,0.7,1.35,AFOLU,0,0.0
qty_frst_biomass_consumed_by_fire_temperate_secondary_tonne_per_ha,0.7,1.35,AFOLU,0,0.0
qty_frst_biomass_consumed_by_fire_tropical_primary_tonne_per_ha,0.75,1.25,AFOLU,0,0.0
qty_frst_biomass_consumed_by_fire_tropical_secondary_tonne_per_ha,0.9,1.2,AFOLU,0,0.0
ef_lndu_boc_wetlands_gg_ch4_ha,0.8,1.2,AFOLU,0,0.0
scalar_lndu_vegetarian_dietary_exchange,0.6,1.4,AFOLU,0,0.0
ef_lvst_entferm_buffalo_kg_ch4_head,0.9,1.1,AFOLU,0,0.0
ef_lvst_entferm_cattle_dairy_kg_ch4_head,0.9,1.2,AFOLU,0,0.0
frac_lsmm_manure_to_fertilizer_dry_lot,0.9,1.11,AFOLU,0,0.0
ef_lvst_entferm_cattle_nondairy_kg_ch4_head,0.95,1.05,AFOLU,0,0.0
ef_lvst_entferm_horses_kg_ch4_head,0.8,1.2,AFOLU,0,0.0
ef_lvst_entferm_mules_kg_ch4_head,0.8,1.2,AFOLU,0,0.0
ef_lvst_entferm_pigs_kg_ch4_head,0.8,1.2,AFOLU,0,0.0
ef_lvst_entferm_sheep_kg_ch4_head,0.71,1.29,AFOLU,0,0.0
genfactor_lvst_daily_nitrogen_buffalo,0.9,1.1,AFOLU,0,0.0
genfactor_lvst_daily_nitrogen_cattle_dairy,0.717948717948718,1.53846153846153,AFOLU,0,0.0
genfactor_lvst_daily_nitrogen_cattle_nondairy,0.935483870967741,1.16129032258064,AFOLU,0,0.0
