"Area.Code","Area","Item.Code","Item","Element.Code","Element","Source.Code","Source","Unit","value","Year"
169,"Paraguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
169,"Paraguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
170,"Peru",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",17851.2948,"1961"
170,"Peru",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
170,"Peru",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
207,"Suriname",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",304.7607,"1961"
207,"Suriname",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
207,"Suriname",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
220,"Trinidad and Tobago",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",175.1759,"1961"
220,"Trinidad and Tobago",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
220,"Trinidad and Tobago",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
234,"Uruguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",23320.2656,"1961"
234,"Uruguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
234,"Uruguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1961"
9,"Argentina",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",104256.5455,"1962"
9,"Argentina",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
9,"Argentina",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
12,"Bahamas",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",21.7659,"1962"
12,"Bahamas",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
12,"Bahamas",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
14,"Barbados",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",82.0677,"1962"
14,"Barbados",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
14,"Barbados",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
23,"Belize",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",59.06,"1962"
23,"Belize",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
23,"Belize",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
21,"Brazil",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",143310.9745,"1962"
21,"Brazil",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
21,"Brazil",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
40,"Chile",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",8725.1195,"1962"
40,"Chile",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
40,"Chile",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
44,"Colombia",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",37071.9172,"1962"
44,"Colombia",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
44,"Colombia",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
48,"Costa Rica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",2314.5972,"1962"
48,"Costa Rica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
48,"Costa Rica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
56,"Dominican Republic",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3370.514,"1962"
56,"Dominican Republic",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
56,"Dominican Republic",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
58,"Ecuador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",5453.4093,"1962"
58,"Ecuador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
58,"Ecuador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
60,"El Salvador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",2710.2772,"1962"
60,"El Salvador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
60,"El Salvador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
89,"Guatemala",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3215.2106,"1962"
89,"Guatemala",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
89,"Guatemala",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
91,"Guyana",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",1287.2827,"1962"
91,"Guyana",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
91,"Guyana",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
93,"Haiti",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",2539.0217,"1962"
93,"Haiti",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
93,"Haiti",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
95,"Honduras",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3470.1578,"1962"
95,"Honduras",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
95,"Honduras",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
109,"Jamaica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",745.0712,"1962"
109,"Jamaica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
109,"Jamaica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
138,"Mexico",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",47634.5413,"1962"
138,"Mexico",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
138,"Mexico",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
157,"Nicaragua",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3678.0088,"1962"
157,"Nicaragua",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
157,"Nicaragua",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
166,"Panama",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",2014.6531,"1962"
166,"Panama",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
166,"Panama",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
169,"Paraguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",9569.7202,"1962"
169,"Paraguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
169,"Paraguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
170,"Peru",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",18468.6933,"1962"
170,"Peru",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
170,"Peru",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
207,"Suriname",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",318.2799,"1962"
207,"Suriname",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
207,"Suriname",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
220,"Trinidad and Tobago",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",177.0061,"1962"
220,"Trinidad and Tobago",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
220,"Trinidad and Tobago",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
234,"Uruguay",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",23402.9071,"1962"
234,"Uruguay",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
234,"Uruguay",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1962"
9,"Argentina",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",98549.1315,"1963"
9,"Argentina",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
9,"Argentina",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
12,"Bahamas",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",21.8675,"1963"
12,"Bahamas",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
12,"Bahamas",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
14,"Barbados",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",77.4292,"1963"
14,"Barbados",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
14,"Barbados",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
23,"Belize",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",64.7447,"1963"
23,"Belize",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
23,"Belize",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
21,"Brazil",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",148787.1012,"1963"
21,"Brazil",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
21,"Brazil",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
40,"Chile",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",8633.2862,"1963"
40,"Chile",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
40,"Chile",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
44,"Colombia",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",37472.5057,"1963"
44,"Colombia",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
44,"Colombia",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
48,"Costa Rica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",2517.5855,"1963"
48,"Costa Rica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
48,"Costa Rica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
56,"Dominican Republic",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3362.0967,"1963"
56,"Dominican Republic",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
56,"Dominican Republic",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
58,"Ecuador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",5850.379,"1963"
58,"Ecuador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
58,"Ecuador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
60,"El Salvador",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",2805.421,"1963"
60,"El Salvador",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
60,"El Salvador",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
89,"Guatemala",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3330.7897,"1963"
89,"Guatemala",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
89,"Guatemala",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
91,"Guyana",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",1156.3668,"1963"
91,"Guyana",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
91,"Guyana",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
93,"Haiti",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",2581.1372,"1963"
93,"Haiti",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
93,"Haiti",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
95,"Honduras",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3516.1758,"1963"
95,"Honduras",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
95,"Honduras",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
109,"Jamaica",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",735.3504,"1963"
109,"Jamaica",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
109,"Jamaica",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
138,"Mexico",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",49814.0068,"1963"
138,"Mexico",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
138,"Mexico",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
157,"Nicaragua",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",3869.4092,"1963"
157,"Nicaragua",1707,"LULUCF",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
157,"Nicaragua",6824,"AFOLU",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",NA,"1963"
166,"Panama",1711,"IPCC Agriculture",723113,"Emissions (CO2eq) (AR5)",3050,"FAO TIER 1","kilotonnes",2033.6752,"1963"
