sector,var
CircularEconomy,frac_trww_n_removed_treated_secondary_anaerobic
CircularEconomy,frac_trww_n_removed_treated_septic
CircularEconomy,frac_trww_n_removed_untreated_no_sewerage
CircularEconomy,frac_trww_n_removed_untreated_with_sewerage
CircularEconomy,frac_trww_p_removed_treated_advanced_aerobic
CircularEconomy,frac_trww_p_removed_treated_advanced_anaerobic
CircularEconomy,frac_trww_p_removed_treated_latrine_improved
CircularEconomy,frac_trww_p_removed_treated_latrine_unimproved
CircularEconomy,frac_trww_p_removed_treated_primary
CircularEconomy,frac_trww_p_removed_treated_secondary_aerobic
CircularEconomy,frac_trww_p_removed_treated_secondary_anaerobic
CircularEconomy,frac_trww_p_removed_treated_septic
CircularEconomy,frac_trww_p_removed_untreated_no_sewerage
CircularEconomy,frac_trww_p_removed_untreated_with_sewerage
CircularEconomy,frac_trww_tow_removed_treated_advanced_aerobic
CircularEconomy,frac_trww_tow_removed_treated_advanced_anaerobic
CircularEconomy,frac_trww_tow_removed_treated_latrine_improved
CircularEconomy,frac_trww_tow_removed_treated_latrine_unimproved
CircularEconomy,frac_trww_tow_removed_treated_primary
CircularEconomy,frac_trww_tow_removed_treated_secondary_aerobic
CircularEconomy,frac_trww_tow_removed_treated_secondary_anaerobic
CircularEconomy,frac_trww_tow_removed_treated_septic
CircularEconomy,frac_trww_tow_removed_untreated_no_sewerage
CircularEconomy,frac_trww_tow_removed_untreated_with_sewerage
CircularEconomy,frac_wali_protein_in_diet_with_red_meat
CircularEconomy,frac_wali_protein_in_diet_without_red_meat
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_advanced_aerobic
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_advanced_anaerobic
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_latrine_improved
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_latrine_unimproved
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_primary
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_secondary_aerobic
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_secondary_anaerobic
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_septic
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_untreated_no_sewerage
CircularEconomy,frac_wali_ww_domestic_rural_treatment_path_untreated_with_sewerage
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_advanced_aerobic
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_advanced_anaerobic
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_latrine_improved
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_latrine_unimproved
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_primary
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_secondary_aerobic
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_secondary_anaerobic
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_septic
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_untreated_no_sewerage
CircularEconomy,frac_wali_ww_domestic_urban_treatment_path_untreated_with_sewerage
CircularEconomy,frac_wali_ww_industrial_treatment_path_advanced_aerobic
CircularEconomy,frac_wali_ww_industrial_treatment_path_advanced_anaerobic
CircularEconomy,frac_wali_ww_industrial_treatment_path_latrine_improved
CircularEconomy,frac_wali_ww_industrial_treatment_path_latrine_unimproved
CircularEconomy,frac_wali_ww_industrial_treatment_path_primary
CircularEconomy,frac_wali_ww_industrial_treatment_path_secondary_aerobic
CircularEconomy,frac_wali_ww_industrial_treatment_path_secondary_anaerobic
CircularEconomy,frac_wali_ww_industrial_treatment_path_septic
CircularEconomy,frac_wali_ww_industrial_treatment_path_untreated_no_sewerage
CircularEconomy,frac_wali_ww_industrial_treatment_path_untreated_with_sewerage
CircularEconomy,frac_waso_biogas_food
CircularEconomy,frac_waso_biogas_sludge
CircularEconomy,frac_waso_biogas_yard
CircularEconomy,frac_waso_compost_food
CircularEconomy,frac_waso_compost_methane_flared
CircularEconomy,frac_waso_compost_sludge
CircularEconomy,frac_waso_compost_yard
CircularEconomy,frac_waso_initial_composition_ind_chemical_industrial
CircularEconomy,frac_waso_initial_composition_ind_food
CircularEconomy,frac_waso_initial_composition_ind_glass
CircularEconomy,frac_waso_initial_composition_ind_metal
CircularEconomy,frac_waso_initial_composition_ind_nappies
CircularEconomy,frac_waso_initial_composition_ind_other
CircularEconomy,frac_waso_initial_composition_ind_paper
CircularEconomy,frac_waso_initial_composition_ind_plastic
CircularEconomy,frac_waso_initial_composition_ind_rubber_leather
CircularEconomy,frac_waso_initial_composition_ind_sludge
CircularEconomy,frac_waso_initial_composition_ind_textiles
CircularEconomy,frac_waso_initial_composition_ind_wood
CircularEconomy,frac_waso_initial_composition_ind_yard
CircularEconomy,frac_waso_initial_composition_mun_chemical_industrial
CircularEconomy,frac_waso_initial_composition_mun_food
CircularEconomy,frac_waso_initial_composition_mun_glass
CircularEconomy,frac_waso_initial_composition_mun_metal
CircularEconomy,frac_waso_initial_composition_mun_nappies
CircularEconomy,frac_waso_initial_composition_mun_other
CircularEconomy,frac_waso_initial_composition_mun_paper
CircularEconomy,frac_waso_initial_composition_mun_plastic
CircularEconomy,frac_waso_initial_composition_mun_rubber_leather
CircularEconomy,frac_waso_initial_composition_mun_sludge
CircularEconomy,frac_waso_initial_composition_mun_textiles
CircularEconomy,frac_waso_initial_composition_mun_wood
CircularEconomy,frac_waso_initial_composition_mun_yard
CircularEconomy,frac_waso_isw_incinerated_recovered_for_energy
CircularEconomy,frac_waso_landfill_gas_recovered
CircularEconomy,frac_waso_lgc_recovered_for_energy
CircularEconomy,frac_waso_msw_incinerated_recovered_for_energy
CircularEconomy,frac_waso_non_recycled_incinerated
CircularEconomy,frac_waso_non_recycled_landfilled
CircularEconomy,frac_waso_non_recycled_open_dump
CircularEconomy,frac_waso_recycled_glass
CircularEconomy,frac_waso_recycled_metal
CircularEconomy,frac_waso_recycled_paper
CircularEconomy,frac_waso_recycled_plastic
CircularEconomy,frac_waso_recycled_rubber_leather
CircularEconomy,frac_waso_recycled_textiles
CircularEconomy,frac_waso_recycled_wood
CircularEconomy,gasrf_trww_biogas_treated_advanced_aerobic
CircularEconomy,gasrf_trww_biogas_treated_advanced_anaerobic
CircularEconomy,gasrf_trww_biogas_treated_secondary_aerobic
CircularEconomy,gasrf_trww_biogas_treated_secondary_anaerobic
CircularEconomy,gasrf_waso_biogas
CircularEconomy,gasrf_waso_landfill_to_ch4
CircularEconomy,gdp_mmm_usd
CircularEconomy,historical_back_projection_growth_rate
CircularEconomy,logelasticity_wali_qty_prod_to_gdp_per_capita
CircularEconomy,mcf_trww_treated_advanced_aerobic
CircularEconomy,mcf_trww_treated_advanced_anaerobic
CircularEconomy,mcf_trww_treated_latrine_improved
CircularEconomy,mcf_trww_treated_latrine_unimproved
CircularEconomy,mcf_trww_treated_primary
CircularEconomy,mcf_trww_treated_secondary_aerobic
CircularEconomy,mcf_trww_treated_secondary_anaerobic
CircularEconomy,mcf_trww_treated_septic
CircularEconomy,mcf_trww_untreated_no_sewerage
CircularEconomy,mcf_trww_untreated_with_sewerage
CircularEconomy,mcf_waso_average_landfilled
CircularEconomy,mcf_waso_average_open_dump
CircularEconomy,occrateinit_gnrl_occupancy
CircularEconomy,oxf_waso_average_landfilled
CircularEconomy,param_wali_f_noncon
CircularEconomy,param_wali_n_hh_scalar
CircularEconomy,physparam_krem_sludge_factor_treated_advanced_aerobic
CircularEconomy,physparam_krem_sludge_factor_treated_secondary_aerobic
CircularEconomy,physparam_wali_bo_tonne_ch4_tonne_bod
CircularEconomy,physparam_wali_bo_tonne_ch4_tonne_cod
CircularEconomy,physparam_wali_daily_kg_bod_per_capita
CircularEconomy,physparam_wali_p_per_bod
CircularEconomy,physparam_wali_p_per_cod
CircularEconomy,physparam_wali_tonne_cod_per_mmm_gdp
CircularEconomy,physparam_wali_tow_dom_generation_correction_factor
CircularEconomy,physparam_waso_k_chemical_industrial
CircularEconomy,physparam_waso_k_food
CircularEconomy,physparam_waso_k_glass
CircularEconomy,physparam_waso_k_metal
CircularEconomy,physparam_waso_k_nappies
CircularEconomy,physparam_waso_k_other
CircularEconomy,physparam_waso_k_paper
CircularEconomy,physparam_waso_k_plastic
CircularEconomy,physparam_waso_k_rubber_leather
CircularEconomy,physparam_waso_k_sludge
CircularEconomy,physparam_waso_k_textiles
CircularEconomy,physparam_waso_k_wood
CircularEconomy,physparam_waso_k_yard
CircularEconomy,population_gnrl_rural
CircularEconomy,population_gnrl_urban
CircularEconomy,qty_protein_per_capita_kg
CircularEconomy,qty_wali_m3_ww_domestic_rural_per_capita
CircularEconomy,qty_wali_m3_ww_domestic_urban_per_capita
CircularEconomy,qty_wali_m3_ww_industrial_per_gdp
CircularEconomy,qty_waso_annual_waste_collected_tonne_per_vehicle
CircularEconomy,qty_waso_industrial_waste_kt_per_mmm_gdp
CircularEconomy,qty_waso_initial_municipal_waste_tonne_per_capita
CircularEconomy,va_commercial_mmm_usd
CircularEconomy,va_industrial_mmm_usd
CircularEconomy,va_manufacturing_mmm_usd
CircularEconomy,va_mining_mmm_usd
CircularEconomy,vkmt_per_vehicle_waso
